artist1,probability_of_artist1,artist2,probability_of_artist2,shared_probability,pmi_score,pages,paragraphs,volume,pmi_activity,start,end
"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,Cristofano,0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,Simone,0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.001321003963011889,"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.001321003963011889,Simone,0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.001321003963011889,"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.001321003963011889,Cristofano,0.001321003963011889,1.0,9.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Moccio,0.001321003963011889,Duccio,0.001321003963011889,1.0,9.56414948998573,[10],['7.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Duccio,0.001321003963011889,Moccio,0.001321003963011889,1.0,9.56414948998573,[10],['7.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Montepulciano, Marco da",0.001321003963011889,"Lorenzo, Neri di",0.001321003963011889,1.0,9.56414948998573,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Lorenzo, Neri di",0.001321003963011889,"Montepulciano, Marco da",0.001321003963011889,1.0,9.56414948998573,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Linaiuolo, Berto",0.001321003963011889,"Camicia, Chimenti",0.001321003963011889,1.0,9.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Camicia, Chimenti",0.001321003963011889,"Linaiuolo, Berto",0.001321003963011889,1.0,9.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Bandinelli, Baccio (Baccio de' Brandini)",0.001321003963011889,"Ammanati, Bartolommeo",0.001321003963011889,1.0,9.56414948998573,[274],['378.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Ammanati, Bartolommeo",0.001321003963011889,"Bandinelli, Baccio (Baccio de' Brandini)",0.001321003963011889,1.0,9.56414948998573,[274],['378.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Tedesco, Jacopo (Lapo)",0.002642007926023778,Buono,0.001321003963011889,0.5,8.56414948998573,[14],['17.0'],['0'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Buono,0.001321003963011889,"Tedesco, Jacopo (Lapo)",0.002642007926023778,1.0,8.56414948998573,[14],['17.0'],['0'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Ghiberti, Bonaccorso",0.002642007926023778,Polycletus,0.001321003963011889,0.5,8.56414948998573,[160],['143.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Valdambrina, Francesco di",0.001321003963011889,"Colle, Simone da (Simone de' Bronzi)",0.002642007926023778,1.0,8.56414948998573,[200],['180.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Colle, Simone da (Simone de' Bronzi)",0.002642007926023778,"Valdambrina, Francesco di",0.001321003963011889,0.5,8.56414948998573,[200],['180.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,1.0,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.001321003963011889,"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,1.0,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,"Galassi, Galasso (Galasso Ferrarese)",0.001321003963011889,0.5,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,Cristofano,0.001321003963011889,0.5,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,Simone,0.001321003963011889,0.5,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,"Verona, Sebeto da",0.001321003963011889,0.5,8.56414948998573,[55],['61.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.001321003963011889,"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,1.0,8.56414948998573,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Polycletus,0.001321003963011889,"Ghiberti, Bonaccorso",0.002642007926023778,1.0,8.56414948998573,[160],['143.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Cellini, Baccio",0.002642007926023778,"Linaiuolo, Berto",0.001321003963011889,0.5,8.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Cellini, Baccio",0.002642007926023778,"Camicia, Chimenti",0.001321003963011889,0.5,8.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Linaiuolo, Berto",0.001321003963011889,"Cellini, Baccio",0.002642007926023778,1.0,8.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Camicia, Chimenti",0.001321003963011889,"Cellini, Baccio",0.002642007926023778,1.0,8.56414948998573,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Zevio, Aldigieri (Altichiero) da",0.002642007926023778,"Verona, Sebeto da",0.001321003963011889,0.5,8.56414948998573,[55],['61.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Verona, Sebeto da",0.001321003963011889,"Zevio, Aldigieri (Altichiero) da",0.002642007926023778,1.0,8.56414948998573,[55],['61.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Verona, Sebeto da",0.001321003963011889,"Avanzi, Jacopo (Jacopo Davanzo)",0.002642007926023778,1.0,8.56414948998573,[55],['61.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Agnolo (of Siena),0.002642007926023778,Agostino (of Siena),0.003963011889035667,1.0,7.979186989264576,"[99, 97]","['131.0', '129.0']","['0', '0']",pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Agostino (of Siena),0.003963011889035667,Agnolo (of Siena),0.002642007926023778,0.6666666666666667,7.979186989264576,"[99, 97]","['131.0', '129.0']","['0', '0']",pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Bicci, Lorenzo di",0.003963011889035667,"Montepulciano, Marco da",0.001321003963011889,0.33333333333333337,7.979186989264576,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Bicci, Lorenzo di",0.003963011889035667,"Lorenzo, Neri di",0.001321003963011889,0.33333333333333337,7.979186989264576,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Montepulciano, Marco da",0.001321003963011889,"Bicci, Lorenzo di",0.003963011889035667,1.0,7.979186989264576,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Lorenzo, Neri di",0.001321003963011889,"Bicci, Lorenzo di",0.003963011889035667,1.0,7.979186989264576,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Eyck, Jan van (Johann of Bruges)",0.001321003963011889,"Messina, Antonello da",0.003963011889035667,1.0,7.979186989264576,[62],['68.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Messina, Antonello da",0.003963011889035667,"Eyck, Jan van (Johann of Bruges)",0.001321003963011889,0.33333333333333337,7.979186989264576,[62],['68.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Ghirlandajo, Ridolfo",0.003963011889035667,"Sarto, Andrea del (Andrea d' Agnolo)",0.001321003963011889,0.33333333333333337,7.979186989264576,[281],['384.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.003963011889035667,"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.001321003963011889,0.33333333333333337,7.979186989264576,[237],['329.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.001321003963011889,"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.003963011889035667,1.0,7.979186989264576,[237],['329.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Sarto, Andrea del (Andrea d' Agnolo)",0.001321003963011889,"Ghirlandajo, Ridolfo",0.003963011889035667,1.0,7.979186989264576,[281],['384.0'],['3'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Laurati, Pietro (Pietro Lorenzetti)",0.005284015852047556,"Bologhini, Bartolommeo",0.001321003963011889,0.25,7.5641494899857324,[120],['161.0'],['0'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
