instance_id,rdf:type,oa:hasSource,oa:hasSelector
viewsari:textchunk_5966,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5966
viewsari:textchunk_5967,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5967
viewsari:textchunk_5968,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5968
viewsari:textchunk_5969,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5969
viewsari:textchunk_5970,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5970
viewsari:textchunk_5971,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5971
viewsari:textchunk_5972,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5972
viewsari:textchunk_5973,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5973
viewsari:textchunk_5974,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5974
viewsari:textchunk_5975,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5975
viewsari:textchunk_5976,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5976
viewsari:textchunk_5977,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5977
viewsari:textchunk_5978,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5978
viewsari:textchunk_5979,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5979
viewsari:textchunk_5980,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-273,viewsari:position-selector_5980
viewsari:textchunk_5981,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5981
viewsari:textchunk_5982,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5982
viewsari:textchunk_5983,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5983
viewsari:textchunk_5984,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5984
viewsari:textchunk_5985,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5985
viewsari:textchunk_5986,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5986
viewsari:textchunk_5987,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5987
viewsari:textchunk_5988,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5988
viewsari:textchunk_5989,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5989
viewsari:textchunk_5990,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-279,viewsari:position-selector_5990
viewsari:textchunk_5991,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5991
viewsari:textchunk_5992,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5992
viewsari:textchunk_5993,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5993
viewsari:textchunk_5994,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5994
viewsari:textchunk_5995,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5995
viewsari:textchunk_5996,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5996
viewsari:textchunk_5997,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5997
viewsari:textchunk_5998,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5998
viewsari:textchunk_5999,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_5999
viewsari:textchunk_6000,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6000
viewsari:textchunk_6001,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6001
viewsari:textchunk_6002,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6002
viewsari:textchunk_6003,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6003
viewsari:textchunk_6004,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6004
viewsari:textchunk_6005,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6005
viewsari:textchunk_6006,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6006
viewsari:textchunk_6007,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-282,viewsari:position-selector_6007
viewsari:textchunk_6008,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-283,viewsari:position-selector_6008
viewsari:textchunk_6009,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-283,viewsari:position-selector_6009
viewsari:textchunk_6010,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6010
viewsari:textchunk_6011,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6011
viewsari:textchunk_6012,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6012
viewsari:textchunk_6013,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6013
viewsari:textchunk_6014,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6014
viewsari:textchunk_6015,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6015
viewsari:textchunk_6016,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6016
viewsari:textchunk_6017,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-284,viewsari:position-selector_6017
viewsari:textchunk_6018,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6018
viewsari:textchunk_6019,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6019
viewsari:textchunk_6020,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6020
viewsari:textchunk_6021,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6021
viewsari:textchunk_6022,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6022
viewsari:textchunk_6023,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6023
viewsari:textchunk_6024,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6024
viewsari:textchunk_6025,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6025
viewsari:textchunk_6026,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6026
viewsari:textchunk_6027,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6027
viewsari:textchunk_6028,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6028
viewsari:textchunk_6029,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6029
viewsari:textchunk_6030,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-286,viewsari:position-selector_6030
viewsari:textchunk_6031,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6031
viewsari:textchunk_6032,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6032
viewsari:textchunk_6033,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6033
viewsari:textchunk_6034,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6034
viewsari:textchunk_6035,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6035
viewsari:textchunk_6036,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6036
viewsari:textchunk_6037,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6037
viewsari:textchunk_6038,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6038
viewsari:textchunk_6039,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6039
viewsari:textchunk_6040,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6040
viewsari:textchunk_6041,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6041
viewsari:textchunk_6042,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6042
viewsari:textchunk_6043,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6043
viewsari:textchunk_6044,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6044
viewsari:textchunk_6045,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6045
viewsari:textchunk_6046,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6046
viewsari:textchunk_6047,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6047
viewsari:textchunk_6048,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6048
viewsari:textchunk_6049,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6049
viewsari:textchunk_6050,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6050
viewsari:textchunk_6051,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6051
viewsari:textchunk_6052,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6052
viewsari:textchunk_6053,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6053
viewsari:textchunk_6054,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6054
viewsari:textchunk_6055,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6055
viewsari:textchunk_6056,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6056
viewsari:textchunk_6057,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6057
viewsari:textchunk_6058,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6058
viewsari:textchunk_6059,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6059
viewsari:textchunk_6060,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6060
viewsari:textchunk_6061,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6061
viewsari:textchunk_6062,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6062
viewsari:textchunk_6063,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6063
viewsari:textchunk_6064,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6064
viewsari:textchunk_6065,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6065
viewsari:textchunk_6066,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6066
viewsari:textchunk_6067,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6067
viewsari:textchunk_6068,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6068
viewsari:textchunk_6069,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6069
viewsari:textchunk_6070,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6070
viewsari:textchunk_6071,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6071
viewsari:textchunk_6072,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6072
viewsari:textchunk_6073,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6073
viewsari:textchunk_6074,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6074
viewsari:textchunk_6075,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6075
viewsari:textchunk_6076,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6076
viewsari:textchunk_6077,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6077
viewsari:textchunk_6078,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6078
viewsari:textchunk_6079,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-288,viewsari:position-selector_6079
viewsari:textchunk_6080,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6080
viewsari:textchunk_6081,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6081
viewsari:textchunk_6082,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6082
viewsari:textchunk_6083,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6083
viewsari:textchunk_6084,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6084
viewsari:textchunk_6085,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6085
viewsari:textchunk_6086,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6086
viewsari:textchunk_6087,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6087
viewsari:textchunk_6088,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6088
viewsari:textchunk_6089,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6089
viewsari:textchunk_6090,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6090
viewsari:textchunk_6091,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6091
viewsari:textchunk_6092,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-289,viewsari:position-selector_6092
viewsari:textchunk_6093,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-290,viewsari:position-selector_6093
viewsari:textchunk_6094,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-290,viewsari:position-selector_6094
viewsari:textchunk_6095,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-290,viewsari:position-selector_6095
viewsari:textchunk_6096,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-290,viewsari:position-selector_6096
viewsari:textchunk_6097,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-290,viewsari:position-selector_6097
viewsari:textchunk_6098,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6098
viewsari:textchunk_6099,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6099
viewsari:textchunk_6100,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6100
viewsari:textchunk_6101,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6101
viewsari:textchunk_6102,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6102
viewsari:textchunk_6103,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6103
viewsari:textchunk_6104,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-292,viewsari:position-selector_6104
viewsari:textchunk_6105,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6105
viewsari:textchunk_6106,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6106
viewsari:textchunk_6107,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6107
viewsari:textchunk_6108,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6108
viewsari:textchunk_6109,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6109
viewsari:textchunk_6110,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6110
viewsari:textchunk_6111,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6111
viewsari:textchunk_6112,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6112
viewsari:textchunk_6113,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6113
viewsari:textchunk_6114,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6114
viewsari:textchunk_6115,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6115
viewsari:textchunk_6116,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-293,viewsari:position-selector_6116
viewsari:textchunk_6117,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6117
viewsari:textchunk_6118,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6118
viewsari:textchunk_6119,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6119
viewsari:textchunk_6120,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6120
viewsari:textchunk_6121,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6121
viewsari:textchunk_6122,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6122
viewsari:textchunk_6123,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6123
viewsari:textchunk_6124,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6124
viewsari:textchunk_6125,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6125
viewsari:textchunk_6126,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6126
viewsari:textchunk_6127,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6127
viewsari:textchunk_6128,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6128
viewsari:textchunk_6129,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6129
viewsari:textchunk_6130,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6130
viewsari:textchunk_6131,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6131
viewsari:textchunk_6132,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6132
viewsari:textchunk_6133,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6133
viewsari:textchunk_6134,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6134
viewsari:textchunk_6135,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6135
viewsari:textchunk_6136,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6136
viewsari:textchunk_6137,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6137
viewsari:textchunk_6138,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6138
viewsari:textchunk_6139,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6139
viewsari:textchunk_6140,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6140
viewsari:textchunk_6141,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-295,viewsari:position-selector_6141
viewsari:textchunk_6142,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6142
viewsari:textchunk_6143,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6143
viewsari:textchunk_6144,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6144
viewsari:textchunk_6145,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6145
viewsari:textchunk_6146,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6146
viewsari:textchunk_6147,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6147
viewsari:textchunk_6148,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6148
viewsari:textchunk_6149,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6149
viewsari:textchunk_6150,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6150
viewsari:textchunk_6151,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6151
viewsari:textchunk_6152,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6152
viewsari:textchunk_6153,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6153
viewsari:textchunk_6154,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6154
viewsari:textchunk_6155,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6155
viewsari:textchunk_6156,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-296,viewsari:position-selector_6156
viewsari:textchunk_6157,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6157
viewsari:textchunk_6158,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6158
viewsari:textchunk_6159,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6159
viewsari:textchunk_6160,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6160
viewsari:textchunk_6161,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6161
viewsari:textchunk_6162,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6162
viewsari:textchunk_6163,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6163
viewsari:textchunk_6164,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6164
viewsari:textchunk_6165,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6165
viewsari:textchunk_6166,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6166
viewsari:textchunk_6167,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6167
viewsari:textchunk_6168,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6168
viewsari:textchunk_6169,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6169
viewsari:textchunk_6170,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6170
viewsari:textchunk_6171,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6171
viewsari:textchunk_6172,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6172
viewsari:textchunk_6173,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6173
viewsari:textchunk_6174,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6174
viewsari:textchunk_6175,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-297,viewsari:position-selector_6175
viewsari:textchunk_6176,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6176
viewsari:textchunk_6177,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6177
viewsari:textchunk_6178,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6178
viewsari:textchunk_6179,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6179
viewsari:textchunk_6180,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6180
viewsari:textchunk_6181,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6181
viewsari:textchunk_6182,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-298,viewsari:position-selector_6182
viewsari:textchunk_6183,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-299,viewsari:position-selector_6183
viewsari:textchunk_6184,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-299,viewsari:position-selector_6184
viewsari:textchunk_6185,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-299,viewsari:position-selector_6185
viewsari:textchunk_6186,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6186
viewsari:textchunk_6187,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6187
viewsari:textchunk_6188,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6188
viewsari:textchunk_6189,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6189
viewsari:textchunk_6190,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6190
viewsari:textchunk_6191,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6191
viewsari:textchunk_6192,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6192
viewsari:textchunk_6193,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6193
viewsari:textchunk_6194,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-301,viewsari:position-selector_6194
viewsari:textchunk_6195,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-305,viewsari:position-selector_6195
viewsari:textchunk_6196,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-305,viewsari:position-selector_6196
viewsari:textchunk_6197,doco:TextChunk,viewsari:the_lives_1568_volume-3_paragraph-305,viewsari:position-selector_6197
