instance_id,rdf:type,oa:hasSource,oa:hasSelector
viewsari:textchunk_1,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_1
viewsari:textchunk_2,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_2
viewsari:textchunk_3,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_3
viewsari:textchunk_4,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_4
viewsari:textchunk_5,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_5
viewsari:textchunk_6,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_6
viewsari:textchunk_7,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_7
viewsari:textchunk_8,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_8
viewsari:textchunk_9,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_9
viewsari:textchunk_10,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_10
viewsari:textchunk_11,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_11
viewsari:textchunk_12,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-1,viewsari:position-selector_12
viewsari:textchunk_13,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_13
viewsari:textchunk_14,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_14
viewsari:textchunk_15,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_15
viewsari:textchunk_16,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_16
viewsari:textchunk_17,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_17
viewsari:textchunk_18,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_18
viewsari:textchunk_19,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-4,viewsari:position-selector_19
viewsari:textchunk_20,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_20
viewsari:textchunk_21,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_21
viewsari:textchunk_22,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_22
viewsari:textchunk_23,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_23
viewsari:textchunk_24,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_24
viewsari:textchunk_25,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-5,viewsari:position-selector_25
viewsari:textchunk_26,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_26
viewsari:textchunk_27,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_27
viewsari:textchunk_28,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_28
viewsari:textchunk_29,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_29
viewsari:textchunk_30,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_30
viewsari:textchunk_31,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_31
viewsari:textchunk_32,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_32
viewsari:textchunk_33,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_33
viewsari:textchunk_34,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_34
viewsari:textchunk_35,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-6,viewsari:position-selector_35
viewsari:textchunk_36,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-7,viewsari:position-selector_36
viewsari:textchunk_37,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-7,viewsari:position-selector_37
viewsari:textchunk_38,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-7,viewsari:position-selector_38
viewsari:textchunk_39,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-7,viewsari:position-selector_39
viewsari:textchunk_40,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_40
viewsari:textchunk_41,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_41
viewsari:textchunk_42,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_42
viewsari:textchunk_43,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_43
viewsari:textchunk_44,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_44
viewsari:textchunk_45,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_45
viewsari:textchunk_46,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_46
viewsari:textchunk_47,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_47
viewsari:textchunk_48,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_48
viewsari:textchunk_49,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_49
viewsari:textchunk_50,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-8,viewsari:position-selector_50
viewsari:textchunk_51,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-10,viewsari:position-selector_51
viewsari:textchunk_52,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-10,viewsari:position-selector_52
viewsari:textchunk_53,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-10,viewsari:position-selector_53
viewsari:textchunk_54,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_54
viewsari:textchunk_55,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_55
viewsari:textchunk_56,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_56
viewsari:textchunk_57,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_57
viewsari:textchunk_58,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_58
viewsari:textchunk_59,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_59
viewsari:textchunk_60,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_60
viewsari:textchunk_61,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_61
viewsari:textchunk_62,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_62
viewsari:textchunk_63,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-12,viewsari:position-selector_63
viewsari:textchunk_64,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_64
viewsari:textchunk_65,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_65
viewsari:textchunk_66,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_66
viewsari:textchunk_67,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_67
viewsari:textchunk_68,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_68
viewsari:textchunk_69,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_69
viewsari:textchunk_70,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-13,viewsari:position-selector_70
viewsari:textchunk_71,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_71
viewsari:textchunk_72,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_72
viewsari:textchunk_73,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_73
viewsari:textchunk_74,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_74
viewsari:textchunk_75,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_75
viewsari:textchunk_76,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-14,viewsari:position-selector_76
viewsari:textchunk_77,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_77
viewsari:textchunk_78,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_78
viewsari:textchunk_79,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_79
viewsari:textchunk_80,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_80
viewsari:textchunk_81,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_81
viewsari:textchunk_82,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-15,viewsari:position-selector_82
viewsari:textchunk_83,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-16,viewsari:position-selector_83
viewsari:textchunk_84,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-16,viewsari:position-selector_84
viewsari:textchunk_85,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_85
viewsari:textchunk_86,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_86
viewsari:textchunk_87,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_87
viewsari:textchunk_88,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_88
viewsari:textchunk_89,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_89
viewsari:textchunk_90,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_90
viewsari:textchunk_91,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_91
viewsari:textchunk_92,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_92
viewsari:textchunk_93,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_93
viewsari:textchunk_94,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_94
viewsari:textchunk_95,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_95
viewsari:textchunk_96,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_96
viewsari:textchunk_97,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_97
viewsari:textchunk_98,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-17,viewsari:position-selector_98
viewsari:textchunk_99,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_99
viewsari:textchunk_100,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_100
viewsari:textchunk_101,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_101
viewsari:textchunk_102,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_102
viewsari:textchunk_103,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_103
viewsari:textchunk_104,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_104
viewsari:textchunk_105,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_105
viewsari:textchunk_106,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_106
viewsari:textchunk_107,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_107
viewsari:textchunk_108,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-21,viewsari:position-selector_108
viewsari:textchunk_109,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-22,viewsari:position-selector_109
viewsari:textchunk_110,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-22,viewsari:position-selector_110
viewsari:textchunk_111,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_111
viewsari:textchunk_112,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_112
viewsari:textchunk_113,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_113
viewsari:textchunk_114,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_114
viewsari:textchunk_115,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_115
viewsari:textchunk_116,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_116
viewsari:textchunk_117,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_117
viewsari:textchunk_118,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_118
viewsari:textchunk_119,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_119
viewsari:textchunk_120,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-26,viewsari:position-selector_120
viewsari:textchunk_121,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_121
viewsari:textchunk_122,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_122
viewsari:textchunk_123,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_123
viewsari:textchunk_124,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_124
viewsari:textchunk_125,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_125
viewsari:textchunk_126,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_126
viewsari:textchunk_127,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_127
viewsari:textchunk_128,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_128
viewsari:textchunk_129,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_129
viewsari:textchunk_130,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_130
viewsari:textchunk_131,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_131
viewsari:textchunk_132,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_132
viewsari:textchunk_133,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-27,viewsari:position-selector_133
viewsari:textchunk_134,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_134
viewsari:textchunk_135,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_135
viewsari:textchunk_136,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_136
viewsari:textchunk_137,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_137
viewsari:textchunk_138,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_138
viewsari:textchunk_139,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_139
viewsari:textchunk_140,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_140
viewsari:textchunk_141,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_141
viewsari:textchunk_142,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_142
viewsari:textchunk_143,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_143
viewsari:textchunk_144,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_144
viewsari:textchunk_145,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_145
viewsari:textchunk_146,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_146
viewsari:textchunk_147,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-28,viewsari:position-selector_147
viewsari:textchunk_148,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_148
viewsari:textchunk_149,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_149
viewsari:textchunk_150,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_150
viewsari:textchunk_151,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_151
viewsari:textchunk_152,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_152
viewsari:textchunk_153,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-29,viewsari:position-selector_153
viewsari:textchunk_154,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_154
viewsari:textchunk_155,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_155
viewsari:textchunk_156,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_156
viewsari:textchunk_157,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_157
viewsari:textchunk_158,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_158
viewsari:textchunk_159,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_159
viewsari:textchunk_160,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_160
viewsari:textchunk_161,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_161
viewsari:textchunk_162,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-31,viewsari:position-selector_162
viewsari:textchunk_163,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_163
viewsari:textchunk_164,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_164
viewsari:textchunk_165,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_165
viewsari:textchunk_166,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_166
viewsari:textchunk_167,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_167
viewsari:textchunk_168,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_168
viewsari:textchunk_169,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_169
viewsari:textchunk_170,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_170
viewsari:textchunk_171,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_171
viewsari:textchunk_172,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_172
viewsari:textchunk_173,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_173
viewsari:textchunk_174,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_174
viewsari:textchunk_175,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_175
viewsari:textchunk_176,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_176
viewsari:textchunk_177,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_177
viewsari:textchunk_178,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_178
viewsari:textchunk_179,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_179
viewsari:textchunk_180,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_180
viewsari:textchunk_181,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_181
viewsari:textchunk_182,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_182
viewsari:textchunk_183,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_183
viewsari:textchunk_184,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_184
viewsari:textchunk_185,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_185
viewsari:textchunk_186,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_186
viewsari:textchunk_187,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_187
viewsari:textchunk_188,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_188
viewsari:textchunk_189,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-37,viewsari:position-selector_189
viewsari:textchunk_190,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_190
viewsari:textchunk_191,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_191
viewsari:textchunk_192,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_192
viewsari:textchunk_193,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_193
viewsari:textchunk_194,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_194
viewsari:textchunk_195,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_195
viewsari:textchunk_196,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_196
viewsari:textchunk_197,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-39,viewsari:position-selector_197
viewsari:textchunk_198,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_198
viewsari:textchunk_199,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_199
viewsari:textchunk_200,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_200
viewsari:textchunk_201,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_201
viewsari:textchunk_202,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_202
viewsari:textchunk_203,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_203
viewsari:textchunk_204,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-40,viewsari:position-selector_204
viewsari:textchunk_205,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_205
viewsari:textchunk_206,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_206
viewsari:textchunk_207,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_207
viewsari:textchunk_208,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_208
viewsari:textchunk_209,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_209
viewsari:textchunk_210,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_210
viewsari:textchunk_211,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_211
viewsari:textchunk_212,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_212
viewsari:textchunk_213,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-41,viewsari:position-selector_213
viewsari:textchunk_214,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-43,viewsari:position-selector_214
viewsari:textchunk_215,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-43,viewsari:position-selector_215
viewsari:textchunk_216,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-43,viewsari:position-selector_216
viewsari:textchunk_217,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-43,viewsari:position-selector_217
viewsari:textchunk_218,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-43,viewsari:position-selector_218
viewsari:textchunk_219,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_219
viewsari:textchunk_220,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_220
viewsari:textchunk_221,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_221
viewsari:textchunk_222,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_222
viewsari:textchunk_223,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_223
viewsari:textchunk_224,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_224
viewsari:textchunk_225,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_225
viewsari:textchunk_226,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_226
viewsari:textchunk_227,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_227
viewsari:textchunk_228,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_228
viewsari:textchunk_229,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_229
viewsari:textchunk_230,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_230
viewsari:textchunk_231,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_231
viewsari:textchunk_232,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-44,viewsari:position-selector_232
viewsari:textchunk_233,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_233
viewsari:textchunk_234,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_234
viewsari:textchunk_235,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_235
viewsari:textchunk_236,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_236
viewsari:textchunk_237,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_237
viewsari:textchunk_238,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_238
viewsari:textchunk_239,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_239
viewsari:textchunk_240,doco:TextChunk,viewsari:the_lives_1568_volume-1_paragraph-45,viewsari:position-selector_240
