artist1,probability_of_artist1,artist2,probability_of_artist2,shared_probability,pmi_score,pages,paragraphs,volume,pmi_activity,start,end
"Galassi, Galasso (Galasso Ferrarese)",0.0004997501249375312,Cristofano,0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Galassi, Galasso (Galasso Ferrarese)",0.0004997501249375312,Simone,0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.0004997501249375312,"Galassi, Galasso (Galasso Ferrarese)",0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.0004997501249375312,Simone,0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.0004997501249375312,"Galassi, Galasso (Galasso Ferrarese)",0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.0004997501249375312,Cristofano,0.0004997501249375312,1.0,10.966505451905741,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Montepulciano, Marco da",0.0004997501249375312,"Lorenzo, Neri di",0.0004997501249375312,1.0,10.966505451905741,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Lorenzo, Neri di",0.0004997501249375312,"Montepulciano, Marco da",0.0004997501249375312,1.0,10.966505451905741,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Linaiuolo, Berto",0.0004997501249375312,"Camicia, Chimenti",0.0004997501249375312,1.0,10.966505451905741,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Camicia, Chimenti",0.0004997501249375312,"Linaiuolo, Berto",0.0004997501249375312,1.0,10.966505451905741,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
