artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
"Cimabue, Giovanni",Margaritone,0.4,63,89,dice_activity_biography-level_2024-05-15,2024-05-15T11:58:48,2024-05-15T11:58:48
Margaritone,"Tedesco, Jacopo (Lapo)",0.4,65,90,dice_activity_biography-level_2024-05-15,2024-05-15T11:58:48,2024-05-15T11:58:48
