artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
Lippo,"Dalmasi, Lippo|Lippo",0.6666666666666666,50,40,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
