artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
"Aretino, Spinello","Casentino, Jacopo di",0.18181818181818182,29,19,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
"Aretino, Spinello",Giotto,0.18181818181818182,35,26,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
