artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
Masaccio,"Uccello, Paolo",0.3333333333333333,183,163,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
Masaccio,"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",0.3333333333333333,190,171,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
