artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
"Banco, Nanni d' Antonio di",Donato (Donatello),1.0,113,89,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
"Banco, Nanni d' Antonio di",Donato (Donatello),1.0,114,90,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
