artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
"Cimabue, Giovanni","Tafi, Andrea",1.0,55,79,dice_activity_biography-level_2024-05-15,2024-05-15T11:58:48,2024-05-15T11:58:48
"Gaddi, Gaddo",Giotto,0.3333333333333333,57,83,dice_activity_biography-level_2024-05-15,2024-05-15T11:58:48,2024-05-15T11:58:48
