artist1,artist2,dice_coefficient,page,paragraph,activity,start,end
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)","Panicale, Masolino da",1.0,171,152,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
"Spinelli, Parri","Robbia, Luca della",0.2222222222222222,174,157,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
"Spinelli, Parri","Aretino, Spinello",0.2222222222222222,178,162,dice_activity_biography-level_2024-05-15,2024-05-15T12:25:22,2024-05-15T12:25:22
