artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
"Bicci, Lorenzo di","Montepulciano, Marco da",1,0.19264507794239583,72,58,pmi_activity_biography-level_2024-05-15,2024-05-15T12:25:25,2024-05-15T12:25:25
