artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
Giotto,"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",1,0.08017034868398336,87,111,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
Giotto,"Capanna, Puccio",1,0.08017034868398336,90,118,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
