artist1,artist2,dice_coefficient,pages,paragraphs,volume
"Sanzio, Raffaello (Raffaello da Urbino)","Sarto, Andrea del (Andrea d' Agnolo)",0.015384615384615385,[108],['157'],['4']
"Buonarroti, Michelagnolo","Schongauer, Martin (Martino)",0.011299435028248588,[92],['155'],['5']
"Buonarroti, Michelagnolo","Cavalieri, Giovan Battista de'",0.011299435028248588,[113],['194'],['5']
"Buonarroti, Michelagnolo",Menighella,0.011299435028248588,[114],['167'],['8']
"Buonarroti, Michelagnolo",Topolino,0.011299435028248588,[115],['168'],['8']
"Buonarroti, Michelagnolo","Mini, Antonio",0.011299435028248588,[51],['68'],['8']
"Buonarroti, Michelagnolo","Cinque, Battista del",0.011299435028248588,[51],['68'],['8']
"Buonarroti, Michelagnolo",Parrhasius,0.011299435028248588,[133],['212'],['8']
"Buonarroti, Michelagnolo","Lorenzi, Battista (Battista del Cavaliere)",0.011299435028248588,[31],['36'],['9']
"Buonarroti, Michelagnolo","Altissimo, Cristofano dell'",0.011299435028248588,[14],['14'],['9']
"Buonarroti, Michelagnolo","Allori, Alessandro (Alessandro del Bronzino)",0.011299435028248588,[13],['12'],['9']
"Buonarroti, Michelagnolo","Indaco, Jacopo dell'",0.011235955056179775,[66],['80'],['3']
"Buonarroti, Michelagnolo","Vico, Enea",0.011235955056179775,[111],['190'],['5']
"Buonarroti, Michelagnolo","Montorsoli, Fra Giovanni Agnolo",0.011235955056179775,[134],['177'],['7']
"Buonarroti, Michelagnolo","Minga, Andrea del",0.011235955056179775,[131],['205'],['8']
"Buonarroti, Michelagnolo","Ghirlandajo, David",0.0111731843575419,[6],['15'],['8']
"Buonarroti, Michelagnolo","Montelupo, Raffaello da",0.011111111111111112,[44],['55'],['4']
"Buonarroti, Michelagnolo","Agnolo, Baccio d' (Baccio Baglioni)",0.011111111111111112,[68],['118'],['5']
"Buonarroti, Michelagnolo","Signorelli, Luca (Luca da Cortona)",0.011049723756906077,[74],['87'],['3']
"Buonarroti, Michelagnolo","Francia, Francesco",0.011049723756906077,[26],['38'],['8']
"Buonarroti, Michelagnolo","Ammanati, Bartolommeo",0.01098901098901099,[92],['133'],['7']
"Buonarroti, Michelagnolo","Credi, Lorenzo di",0.01092896174863388,[186],['240'],['3']
"Buonarroti, Michelagnolo","Mosca, Simone",0.01092896174863388,[194],['260'],['6']
Masaccio,"Buonarroti, Michelagnolo",0.010810810810810811,[133],['212'],['8']
"Buonarroti, Michelagnolo","San Gallo, Aristotile (Bastiano) da",0.010582010582010581,[3],['1'],['7']
"Buonarroti, Michelagnolo","Beccafumi, Domenico (Domenico di Pace)",0.010471204188481676,[236],['355'],['5']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)","Buonarroti, Michelagnolo",0.010256410256410256,[159],['179'],['1']
"Buonarroti, Michelagnolo","Rosso, Il (Giovan Battista de' Rossi)",0.010050251256281407,[111],['190'],['5']
"Buonarroti, Michelagnolo","Vecelli, Tiziano (Tiziano da Cadore)",0.009900990099009901,[171],['276'],['8']
"Buonarroti, Michelagnolo","Pontormo, Jacopo da (Jacopo Carrucci)",0.009615384615384616,[173],['234'],['6']
Giotto,"Buonarroti, Michelagnolo",0.009433962264150943,[133],['212'],['8']
"Buonarroti, Michelagnolo","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.009389671361502348,[167],['270'],['5']
"Buonarroti, Michelagnolo","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.009302325581395349,[219],['335'],['5']
"Buonarroti, Michelagnolo","Sarto, Andrea del (Andrea d' Agnolo)",0.009174311926605505,[43],['56'],['8']
