artist1,artist2,dice_coefficient,pages,paragraphs,volume
"Albertinelli, Mariotto","Ghirlandajo, Ridolfo",0.08333333333333333,[62],['99'],['7']
"Contucci, Andrea (Andrea Sansovino)","Mosca, Simone",0.08333333333333333,[187],['252'],['6']
"San Gallo, Antonio da (the younger)","Melighino, Jacomo (Jacopo Melighini)",0.08333333333333333,[140],['232'],['5']
"Pisano, Andrea","Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.08,[154],['174'],['1']
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","Pinturicchio, Bernardino",0.08,[46],['50'],['3']
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","Signorelli, Luca (Luca da Cortona)",0.08,[199],['264'],['6']
"Urbino, Bramante da",Ventura,0.08,[148],['193'],['3']
"Urbino, Bramante da","Trevio, Bernardino da (Bernardino Zenale)",0.08,[54],['84'],['7']
Baviera,"Rosso, Il (Giovan Battista de' Rossi)",0.08,[109],['186'],['5']
"Castelfranco, Giorgione da","Piombo, Fra Sebastiano Viniziano del (Sebastiano Luciani)",0.08,[173],['277'],['5']
"Rosso, Il (Giovan Battista de' Rossi)","Caraglio, Giovanni Jacopo",0.08,[109],['186'],['5']
"Rosso, Il (Giovan Battista de' Rossi)","Vico, Enea",0.08,[111],['190'],['5']
"San Gallo, Antonio da (the younger)","Bigio, Nanni di Baccio (Giovanni di Baccio)",0.08,[239],['355'],['8']
"Vasari, Giorgio","Ricciarelli, Daniello (Daniello da Volterra)",0.08,[211],['263'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Piombo, Fra Sebastiano Viniziano del (Sebastiano Luciani)",0.07920792079207921,"[175, 174, 177, 178]","['279', '278', '281', '282']","['5', '5', '5', '5']"
"Sanzio, Raffaello (Raffaello da Urbino)","Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.0784313725490196,"[237, 195, 74, 75]","['328', '304', '115', '117']","['3', '5', '7', '7']"
"Urbino, Bramante da","Claudio, Maestro",0.07692307692307693,[254],['351'],['3']
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)","Castelfranco, Giorgione da",0.07692307692307693,[74],['115'],['7']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","San Gallo, Aristotile (Bastiano) da",0.07692307692307693,"[14, 15]","['14', '15']","['7', '7']"
"Buonarroti, Michelagnolo","Sanzio, Raffaello (Raffaello da Urbino)",0.07575757575757576,"[242, 223, 201, 245, 244, 175, 177, 236, 28, 31]","['337', '303', '271', '339', '338', '279', '281', '355', '40', '43']","['3', '3', '3', '3', '3', '5', '5', '5', '8', '8']"
"Urbino, Bramante da","Sansovino, Jacopo (Jacopo Tatti)",0.07547169811320754,"[189, 190]","['297', '298']","['8', '8']"
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.07547169811320754,"[195, 82]","['304', '124']","['5', '7']"
"Sanzio, Raffaello (Raffaello da Urbino)","Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.07407407407407407,"[242, 45, 211, 249]","['337', '48', '282', '338']","['3', '3', '3', '6']"
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","Lippi, Filippo (Filippino)",0.07407407407407407,[44],['47'],['3']
"San Gallo, Giuliano da","Giocondo, Fra",0.07407407407407407,[126],['210'],['5']
"Ghirlandajo, Ridolfo","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.07272727272727272,"[192, 191]","['301', '299']","['5', '5']"
"Bugiardini, Giuliano","Bronzino, Agnolo",0.07142857142857142,[113],['143'],['6']
"Conti, Domenico","Salviati, Francesco (Francesco de' Rossi)",0.07142857142857142,[119],['177'],['4']
"Salviati, Francesco (Francesco de' Rossi)","Conte, Jacopo del",0.07142857142857142,[181],['232'],['7']
"Salviati, Francesco (Francesco de' Rossi)","Ligorio, Pirro",0.07142857142857142,[186],['237'],['7']
"Salviati, Francesco (Francesco de' Rossi)","Prato, Girolamo dal",0.07142857142857142,[191],['242'],['7']
"Salviati, Francesco (Francesco de' Rossi)",Manno,0.07142857142857142,[190],['240'],['7']
"Vecelli, Tiziano (Tiziano da Cadore)","Bordone, Paris",0.06896551724137931,[179],['288'],['8']
"Ghirlandajo, Ridolfo","Franco, Battista (Battista Semolei)",0.06896551724137931,[95],['137'],['7']
"Ghirlandajo, Ridolfo","San Gallo, Aristotile (Bastiano) da",0.06896551724137931,[3],['1'],['7']
"Mazzuoli, Francesco (Parmigiano)","Beccafumi, Domenico (Domenico di Pace)",0.06896551724137931,[108],['183'],['5']
"Rosso, Il (Giovan Battista de' Rossi)","Primaticcio, Francesco, Description of Works",0.06896551724137931,[147],['242'],['8']
"Salviati, Francesco (Francesco de' Rossi)","Romano, Domenico",0.06896551724137931,[193],['243'],['7']
"Buonarroti, Michelagnolo","Bandinelli, Baccio (Baccio de' Brandini)",0.06866952789699571,"[111, 67, 58, 72, 68, 99, 163, 49]","['190', '82', '70', '89', '84', '125', '207', '65']","['5', '6', '6', '6', '6', '6', '7', '8']"
"Bandinelli, Baccio (Baccio de' Brandini)","Rossi, Vincenzio de'",0.06779661016949153,"[94, 24]","['119', '29']","['6', '9']"
"Bandinelli, Baccio (Baccio de' Brandini)","Viviano, Michelagnolo di",0.06779661016949153,"[56, 73]","['66', '90']","['6', '6']"
"Vecelli, Tiziano (Tiziano da Cadore)","Dossi, Dosso",0.06666666666666667,[33],['42'],['7']
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","Genga, Girolamo",0.06666666666666667,[199],['264'],['6']
"Urbino, Bramante da","Marcilla, Guglielmo da (Guillaume de Marcillac)",0.06666666666666667,[254],['351'],['3']
"Sansovino, Jacopo (Jacopo Tatti)","Lugano, Tommaso da",0.06666666666666667,[206],['315'],['8']
"Sansovino, Jacopo (Jacopo Tatti)","Lombardo, Girolamo (Girolamo Ferrarese)",0.06666666666666667,[202],['309'],['8']
"Sansovino, Jacopo (Jacopo Tatti)","Salï¿½, Pietro da",0.06666666666666667,[204],['313'],['8']
"Sansovino, Jacopo (Jacopo Tatti)","Fabbro, Pippo del",0.06666666666666667,[192],['299'],['8']
"San Gallo, Antonio da (the younger)","Mosca, Simone",0.06666666666666667,[190],['254'],['6']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)","Verrocchio, Andrea",0.06451612903225806,[270],['401'],['2']
"Vinci, Leonardo da",Salai,0.06451612903225806,[99],['124'],['3']
"Vinci, Leonardo da","Credi, Maestro",0.06451612903225806,[49],['61'],['4']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Rosso, Il (Giovan Battista de' Rossi)",0.06451612903225806,"[258, 259]","['382', '385']","['5', '5']"
"Rosso, Il (Giovan Battista de' Rossi)","Vasari, Giorgio",0.06451612903225806,[260],['386'],['5']
"Sansovino, Jacopo (Jacopo Tatti)","Unghero, Nanni",0.06451612903225806,[188],['296'],['8']
Donato (Donatello),Parrhasius,0.0625,[133],['212'],['8']
"Vecelli, Tiziano (Tiziano da Cadore)","Lombardi, Alfonso",0.0625,[134],['196'],['4']
"Bronzino, Agnolo","San Gallo, Aristotile (Bastiano) da",0.0625,[29],['34'],['6']
"Vecelli, Tiziano (Tiziano da Cadore)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.06153846153846154,"[153, 222]","['226', '340']","['4', '5']"
Donato (Donatello),Simone (brother of Donatello),0.06060606060606061,[251],['278'],['1']
Donato (Donatello),"Padova, Vellano da",0.06060606060606061,[74],['108'],['2']
"Vecelli, Tiziano (Tiziano da Cadore)","Carpi, Girolamo da (Girolamo da Ferrara)",0.06060606060606061,[33],['42'],['7']
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","San Gallo, Aristotile (Bastiano) da",0.06060606060606061,[3],['1'],['7']
"Buonarroti, Michelagnolo","San Gallo, Antonio da (the younger)",0.06030150753768844,"[139, 89, 62, 65, 64, 239]","['231', '130', '83', '86', '85', '355']","['5', '7', '8', '8', '8', '8']"
Donato (Donatello),"Tasso, Battista del",0.058823529411764705,[30],['37'],['6']
"Urbino, Bramante da","Dï¿½rer, Albrecht",0.058823529411764705,[232],['319'],['3']
"Montelupo, Baccio da","Sansovino, Jacopo (Jacopo Tatti)",0.058823529411764705,[188],['296'],['8']
Donato (Donatello),Torrigiano,0.05714285714285714,[10],['19'],['8']
"Lippi, Fra Filippo","Vinci, Leonardo da",0.05714285714285714,[57],['68'],['6']
"Vinci, Leonardo da","Rustici, Giovan Francesco",0.05714285714285714,[112],['156'],['7']
"Ammanati, Bartolommeo","Sansovino, Jacopo (Jacopo Tatti)",0.05714285714285714,[208],['317'],['8']
"Salviati, Francesco (Francesco de' Rossi)","Vasari, Giorgio",0.05714285714285714,[165],['211'],['7']
Tribolo (Niccolï¿½),"Unghero, Nanni",0.05714285714285714,[4],['2'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)","Sansovino, Jacopo (Jacopo Tatti)",0.056338028169014086,"[98, 188]","['139', '296']","['4', '8']"
"Sanzio, Raffaello (Raffaello da Urbino)","San Gallo, Giuliano da",0.056074766355140186,"[201, 126, 6]","['271', '210', '8']","['3', '5', '5']"
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)","Ghirlandajo, Ridolfo",0.05555555555555555,[3],['1'],['7']
Tribolo (Niccolï¿½),"Vinci, Pierino (Piero) da",0.05555555555555555,[43],['47'],['6']
"San Gallo, Antonio da (the younger)","Franco, Battista (Battista Semolei)",0.05555555555555555,[89],['130'],['7']
"San Gallo, Antonio da (the younger)","San Gallo, Aristotile (Bastiano) da",0.05555555555555555,[13],['13'],['7']
Giotto,"Capanna, Puccio",0.05405405405405406,[91],['212'],['0']
Giotto,Parrhasius,0.05405405405405406,[133],['212'],['8']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",Parrhasius,0.05405405405405406,[133],['212'],['8']
"Vinci, Leonardo da","Lippi, Filippo (Filippino)",0.05405405405405406,[100],['127'],['3']
Giotto,"Laurati, Pietro (Pietro Lorenzetti)",0.05263157894736842,[117],['257'],['0']
Donato (Donatello),Michelozzo Michelozzi,0.05263157894736842,[260],['292'],['1']
"Urbino, Bramante da","Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.05263157894736842,[237],['328'],['3']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Mantovano, Rinaldo",0.05263157894736842,[161],['260'],['5']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Clemente, Prospero",0.05263157894736842,[39],['53'],['7']
Giotto,"Cavallini, Pietro",0.05128205128205128,[162],['315'],['0']
"Robbia, Luca della",Donato (Donatello),0.05128205128205128,[121],['128'],['1']
"Vinci, Leonardo da","Cosimo, Piero di",0.05128205128205128,[127],['161'],['3']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Dente, Marco (Marco da Ravenna)",0.05128205128205128,[103],['173'],['5']
"San Gallo, Antonio da (the younger)","San Michele, Michele",0.05128205128205128,[218],['293'],['6']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Agnolo, Baccio d' (Baccio Baglioni)",0.05,[68],['118'],['5']
Donato (Donatello),Masaccio,0.05,[133],['212'],['8']
"Buonarroti, Michelagnolo","Urbino, Bramante da",0.05,"[223, 145, 65, 28, 31]","['303', '189', '86', '40', '43']","['3', '3', '8', '8', '8']"
"Albertinelli, Mariotto","Pontormo, Jacopo da (Jacopo Carrucci)",0.05,[148],['186'],['6']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Viniziano, Agostino (Agostino de' Musi)",0.05,[103],['173'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Piloto,0.05,[207],['321'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Nunziata, Toto del",0.05,[191],['299'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Ceri, Andrea de'",0.05,[191],['299'],['5']
"Salviati, Francesco (Francesco de' Rossi)","Franco, Battista (Battista Semolei)",0.05,[90],['131'],['7']
Giotto,"Gaddi, Agnolo",0.04878048780487805,[222],['412'],['0']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Maiano, Giuliano da",0.04878048780487805,[12],['16'],['2']
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",Tribolo (Niccolï¿½),0.04878048780487805,[233],['330'],['4']
"Buonarroti, Michelagnolo",Tribolo (Niccolï¿½),0.04784688995215311,"[11, 112, 10, 32, 78]","['10', '142', '9', '38', '112']","['6', '6', '6', '6', '8']"
"San Gallo, Giuliano da","San Gallo, Antonio da (the younger)",0.047619047619047616,[124],['208'],['5']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Turbido, Francesco (Il Moro)",0.047619047619047616,[24],['43'],['5']
"Dï¿½rer, Albrecht","Pontormo, Jacopo da (Jacopo Carrucci)",0.047619047619047616,[164],['216'],['6']
"Bugiardini, Giuliano",Tribolo (Niccolï¿½),0.047619047619047616,[112],['142'],['6']
"Treviso, Girolamo da (Girolamo Trevigi)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.047619047619047616,[211],['326'],['5']
Donato (Donatello),"Verrocchio, Andrea",0.046511627906976744,[270],['401'],['2']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Primaticcio, Francesco, Description of Works",0.046511627906976744,[146],['241'],['8']
"Sarto, Andrea del (Andrea d' Agnolo)","Barile, Gian (of Florence)",0.046511627906976744,[86],['117'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)","Conti, Domenico",0.046511627906976744,[119],['177'],['4']
"Vinci, Leonardo da","Bandinelli, Baccio (Baccio de' Brandini)",0.04597701149425287,"[43, 57]","['47', '68']","['6', '6']"
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Licinio, Giovanni Antonio (Cuticello, or Pordenone)",0.045454545454545456,[168],['270'],['8']
"Sarto, Andrea del (Andrea d' Agnolo)","Dente, Marco (Marco da Ravenna)",0.045454545454545456,[106],['179'],['5']
Giotto,Masaccio,0.044444444444444446,[133],['212'],['8']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",Masaccio,0.044444444444444446,[133],['212'],['8']
"Sanzio, Raffaello (Raffaello da Urbino)","Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.044444444444444446,"[233, 120]","['321', '204']","['3', '5']"
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Liberale,0.044444444444444446,[24],['43'],['5']
"Bandinelli, Baccio (Baccio de' Brandini)",Tribolo (Niccolï¿½),0.044444444444444446,"[43, 28]","['47', '33']","['6', '6']"
"Sarto, Andrea del (Andrea d' Agnolo)","Viniziano, Agostino (Agostino de' Musi)",0.044444444444444446,[106],['179'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Modena, Pellegrino da (Pellegrino degli Aretusi, or de' Munari)",0.04395604395604396,"[80, 80]","['110', '111']","['4', '4']"
"Sanzio, Raffaello (Raffaello da Urbino)","Viniziano, Agostino (Agostino de' Musi)",0.04395604395604396,"[103, 102]","['173', '170']","['5', '5']"
"Sarto, Andrea del (Andrea d' Agnolo)","Agnolo, Baccio d' (Baccio Baglioni)",0.043478260869565216,[91],['125'],['4']
"Contucci, Andrea (Andrea Sansovino)","Sansovino, Jacopo (Jacopo Tatti)",0.043478260869565216,[187],['295'],['8']
"Licinio, Giovanni Antonio (Cuticello, or Pordenone)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.043478260869565216,[153],['226'],['4']
Tribolo (Niccolï¿½),"San Gallo, Aristotile (Bastiano) da",0.043478260869565216,[29],['34'],['6']
"Buonarroti, Michelagnolo","Bugiardini, Giuliano",0.043243243243243246,"[108, 112, 111, 113]","['134', '142', '140', '143']","['6', '6', '6', '6']"
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Dï¿½rer, Albrecht",0.0425531914893617,[165],['267'],['5']
"Sarto, Andrea del (Andrea d' Agnolo)","Montelupo, Baccio da",0.0425531914893617,[188],['296'],['8']
"Sanzio, Raffaello (Raffaello da Urbino)","Garofalo, Benvenuto (Benvenuto Tisi)",0.042105263157894736,"[26, 25]","['29', '27']","['7', '7']"
Masaccio,"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.041666666666666664,[202],['316'],['5']
"Ghirlandajo, Ridolfo","Pontormo, Jacopo da (Jacopo Carrucci)",0.041666666666666664,[156],['202'],['6']
"Buonarroti, Michelagnolo","Ricciarelli, Daniello (Daniello da Volterra)",0.04145077720207254,"[185, 208, 204, 101]","['236', '260', '253', '156']","['7', '7', '7', '8']"
"Buonarroti, Michelagnolo","Ghirlandajo, Domenico",0.041237113402061855,"[8, 9, 6, 7]","['17', '18', '15', '16']","['8', '8', '8', '8']"
"Buonarroti, Michelagnolo","San Gallo, Giuliano da",0.041025641025641026,"[145, 201, 16, 30]","['189', '271', '27', '41']","['3', '3', '8', '8']"
"Vinci, Leonardo da","San Gallo, Giuliano da",0.04081632653061224,[196],['258'],['3']
"Sarto, Andrea del (Andrea d' Agnolo)","Sogliani, Giovanni Antonio",0.04081632653061224,[164],['239'],['4']
"Vinci, Leonardo da","Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.04,[242],['337'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Castelfranco, Giorgione da",0.04,"[74, 165]","['115', '266']","['7', '8']"
"Albertinelli, Mariotto","Sarto, Andrea del (Andrea d' Agnolo)",0.04,[148],['186'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)","Lappoli, Giovanni Antonio",0.04,[256],['380'],['5']
"Contucci, Andrea (Andrea Sansovino)",Tribolo (Niccolï¿½),0.04,[9],['7'],['6']
"Cosimo, Piero di","Sarto, Andrea del (Andrea d' Agnolo)",0.0392156862745098,[86],['117'],['4']
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.0392156862745098,[237],['328'],['3']
Tribolo (Niccolï¿½),"Bronzino, Agnolo",0.038461538461538464,[29],['34'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)","San Gallo, Aristotile (Bastiano) da",0.03636363636363636,[6],['5'],['7']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Ricciarelli, Daniello (Daniello da Volterra)",0.03571428571428571,[199],['248'],['7']
"Bandinelli, Baccio (Baccio de' Brandini)","Settignano, Solosmeo da (Antonio di Giovanni)",0.034482758620689655,[80],['102'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Bandinelli, Clemente",0.034482758620689655,[95],['121'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Buda, Girolamo del",0.034482758620689655,[56],['66'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Prato, Francesco di Girolamo dal",0.034482758620689655,[73],['90'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Ruspoli, Ilarione",0.034482758620689655,[24],['29'],['9']
"Sarto, Andrea del (Andrea d' Agnolo)","Ghirlandajo, Ridolfo",0.034482758620689655,[281],['384'],['3']
"Vinci, Leonardo da","Sanzio, Raffaello (Raffaello da Urbino)",0.03389830508474576,"[242, 212]","['337', '285']","['3', '3']"
"Bandinelli, Baccio (Baccio de' Brandini)","Vico, Enea",0.03389830508474576,[111],['190'],['5']
"Bandinelli, Baccio (Baccio de' Brandini)","Vinci, Pierino (Piero) da",0.03333333333333333,[43],['47'],['6']
"Urbino, Bramante da","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.03278688524590164,[237],['328'],['3']
"Lippi, Fra Filippo","Bandinelli, Baccio (Baccio de' Brandini)",0.03225806451612903,[57],['68'],['6']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","San Gallo, Antonio da (the younger)",0.03225806451612903,[198],['310'],['5']
"Sansovino, Jacopo (Jacopo Tatti)",Tribolo (Niccolï¿½),0.03225806451612903,[5],['3'],['6']
"Buonarroti, Michelagnolo","Piombo, Fra Sebastiano Viniziano del (Sebastiano Luciani)",0.031746031746031744,"[175, 177, 176]","['279', '281', '280']","['5', '5', '5']"
"Buonarroti, Michelagnolo","Franco, Battista (Battista Semolei)",0.031746031746031744,"[92, 89, 95]","['133', '130', '137']","['7', '7', '7']"
"Vecelli, Tiziano (Tiziano da Cadore)","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.031746031746031744,[168],['270'],['8']
"Vinci, Leonardo da",Tribolo (Niccolï¿½),0.031746031746031744,[43],['47'],['6']
"Ammanati, Bartolommeo","Bandinelli, Baccio (Baccio de' Brandini)",0.031746031746031744,[274],['378'],['3']
"Bandinelli, Baccio (Baccio de' Brandini)","Lombardi, Alfonso",0.031746031746031744,[77],['97'],['6']
"Sanzio, Raffaello (Raffaello da Urbino)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.031496062992125984,"[195, 194]","['304', '303']","['5', '5']"
Donato (Donatello),Tribolo (Niccolï¿½),0.03125,[30],['37'],['6']
"Buonarroti, Michelagnolo","Bronzino, Agnolo",0.03076923076923077,"[113, 14, 13]","['143', '14', '12']","['6', '9', '9']"
Giotto,Donato (Donatello),0.029850746268656716,[133],['212'],['8']
"Vinci, Leonardo da","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.029850746268656716,[42],['58'],['7']
"Buonarroti, Michelagnolo","Salviati, Francesco (Francesco de' Rossi)",0.029556650246305417,"[185, 163, 208]","['236', '207', '260']","['7', '7', '7']"
"Buonarroti, Michelagnolo","Sansovino, Jacopo (Jacopo Tatti)",0.02926829268292683,"[195, 41, 224]","['302', '53', '334']","['8', '8', '8']"
"Sarto, Andrea del (Andrea d' Agnolo)","Salviati, Francesco (Francesco de' Rossi)",0.028985507246376812,[119],['177'],['4']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Buonarroti, Michelagnolo",0.02830188679245283,"[68, 44, 133]","['118', '57', '212']","['5', '8', '8']"
Giotto,"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",0.027777777777777776,[133],['212'],['8']
"Bandinelli, Baccio (Baccio de' Brandini)","Contucci, Andrea (Andrea Sansovino)",0.02702702702702703,[62],['76'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)",Tribolo (Niccolï¿½),0.02666666666666667,[4],['2'],['6']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Sarto, Andrea del (Andrea d' Agnolo)",0.02531645569620253,[108],['157'],['4']
"Bandinelli, Baccio (Baccio de' Brandini)","Rosso, Il (Giovan Battista de' Rossi)",0.025,[111],['190'],['5']
"Urbino, Bramante da","Bandinelli, Baccio (Baccio de' Brandini)",0.024691358024691357,[190],['298'],['8']
"Bandinelli, Baccio (Baccio de' Brandini)","Salviati, Francesco (Francesco de' Rossi)",0.023809523809523808,[163],['207'],['7']
"Bandinelli, Baccio (Baccio de' Brandini)","Sansovino, Jacopo (Jacopo Tatti)",0.023255813953488372,[190],['298'],['8']
"Buonarroti, Michelagnolo","Porta, Fra Guglielmo della (Guglielmo Milanese)",0.02247191011235955,"[68, 235]","['89', '349']","['8', '8']"
"Buonarroti, Michelagnolo","Bigio, Nanni di Baccio (Giovanni di Baccio)",0.02247191011235955,"[101, 239]","['156', '355']","['8', '8']"
"Buonarroti, Michelagnolo","Calcagni, Tiberio",0.02247191011235955,"[99, 83]","['155', '126']","['8', '8']"
"Sanzio, Raffaello (Raffaello da Urbino)","Barile, Gian (Giovan)",0.02247191011235955,[238],['330'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)",Fivizzano,0.02247191011235955,[29],['28'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Pistoia, Il (Leonardo)",0.02247191011235955,[80],['110'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Carpi, Ugo da",0.02247191011235955,[107],['181'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Sant' Agnolo, Francesco",0.02247191011235955,[216],['265'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Romanino, Girolamo",0.02247191011235955,[49],['77'],['7']
"Buonarroti, Michelagnolo",Torrigiano,0.022222222222222223,"[186, 10]","['240', '19']","['3', '8']"
"Sanzio, Raffaello (Raffaello da Urbino)",Baviera,0.022222222222222223,[233],['321'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Bagnacavallo, Bartolommeo da (Bartolommeo Ramenghi)",0.022222222222222223,[208],['291'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Dente, Marco (Marco da Ravenna)",0.022222222222222223,[103],['173'],['5']
"Buonarroti, Michelagnolo","Granacci, Francesco (Il Granaccio)",0.022099447513812154,"[60, 6]","['108', '15']","['5', '8']"
"Sanzio, Raffaello (Raffaello da Urbino)","San Marco, Fra Bartolommeo di (Baccio della Porta)",0.02197802197802198,[215],['292'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","San Gimignano, Vincenzio da (Vincenzio Tamagni)",0.02197802197802198,[12],['13'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Cock, Hieronymus",0.02197802197802198,[120],['204'],['5']
"Costa, Lorenzo","Sanzio, Raffaello (Raffaello da Urbino)",0.021739130434782608,[25],['27'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Lotti, Lorenzetto (Lorenzo)",0.021739130434782608,[56],['71'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Zucchero, Taddeo",0.021739130434782608,[216],['265'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Francia, Francesco",0.021505376344086023,[29],['28'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Urbino, Timoteo da (Timoteo della Vite)",0.021505376344086023,[15],['17'],['4']
"Buonarroti, Michelagnolo","Ghirlandajo, Ridolfo",0.020833333333333332,"[95, 3]","['137', '1']","['7', '7']"
"Sanzio, Raffaello (Raffaello da Urbino)","Vasari, Giorgio",0.020833333333333332,[120],['204'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Giocondo, Fra",0.020833333333333332,[126],['210'],['5']
"Buonarroti, Michelagnolo","Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.02040816326530612,"[242, 3]","['337', '1']","['3', '7']"
"Sanzio, Raffaello (Raffaello da Urbino)","Dï¿½rer, Albrecht",0.02040816326530612,[232],['319'],['3']
"Bandinelli, Baccio (Baccio de' Brandini)","Sarto, Andrea del (Andrea d' Agnolo)",0.020202020202020204,[59],['71'],['6']
"Sanzio, Raffaello (Raffaello da Urbino)","San Gallo, Aristotile (Bastiano) da",0.019801980198019802,[5],['3'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Mazzuoli, Francesco (Parmigiano)",0.0196078431372549,[247],['343'],['4']
"Buonarroti, Michelagnolo","Vinci, Leonardo da",0.019417475728155338,"[104, 242]","['133', '337']","['3', '3']"
"Sanzio, Raffaello (Raffaello da Urbino)","Beccafumi, Domenico (Domenico di Pace)",0.019417475728155338,[236],['355'],['5']
Donato (Donatello),"Buonarroti, Michelagnolo",0.01932367149758454,"[10, 133]","['19', '212']","['8', '8']"
"Sanzio, Raffaello (Raffaello da Urbino)","Ghirlandajo, Ridolfo",0.019230769230769232,[61],['98'],['7']
"Sanzio, Raffaello (Raffaello da Urbino)","Rosso, Il (Giovan Battista de' Rossi)",0.018018018018018018,[194],['271'],['4']
"Vecelli, Tiziano (Tiziano da Cadore)","Sanzio, Raffaello (Raffaello da Urbino)",0.017543859649122806,[165],['266'],['8']
"Sanzio, Raffaello (Raffaello da Urbino)","Sansovino, Jacopo (Jacopo Tatti)",0.017094017094017096,[189],['297'],['8']
