artist1,artist2,dice_coefficient,pages,paragraphs,volume
Tribolo (Niccolï¿½),"Unghero, Nanni",0.0625,[4],['2'],['6']
"Vinci, Leonardo da","Lippi, Filippo (Filippino)",0.06060606060606061,[100],['127'],['3']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Mantovano, Rinaldo",0.06060606060606061,[161],['260'],['5']
Tribolo (Niccolï¿½),"San Gallo, Aristotile (Bastiano) da",0.06060606060606061,[29],['34'],['6']
"San Gallo, Antonio da (the younger)","San Michele, Michele",0.06060606060606061,[218],['293'],['6']
Giotto,"Capanna, Puccio",0.058823529411764705,[91],['212'],['0']
"Buonarroti, Michelagnolo","Vinci, Leonardo da",0.058823529411764705,"[104, 242]","['133', '337']","['3', '3']"
"San Gallo, Giuliano da","San Gallo, Antonio da (the younger)",0.058823529411764705,[124],['208'],['5']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Dente, Marco (Marco da Ravenna)",0.058823529411764705,[103],['173'],['5']
"Sansovino, Jacopo (Jacopo Tatti)",Tribolo (Niccolï¿½),0.058823529411764705,[5],['3'],['6']
Tribolo (Niccolï¿½),"Vinci, Pierino (Piero) da",0.058823529411764705,[43],['47'],['6']
Giotto,"Laurati, Pietro (Pietro Lorenzetti)",0.05714285714285714,[117],['257'],['0']
"Vinci, Leonardo da","Cosimo, Piero di",0.05714285714285714,[127],['161'],['3']
"Urbino, Bramante da","San Gallo, Antonio da (the younger)",0.05714285714285714,[124],['208'],['5']
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.05714285714285714,[237],['328'],['3']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Viniziano, Agostino (Agostino de' Musi)",0.05714285714285714,[103],['173'],['5']
"Ghirlandajo, Ridolfo","Pontormo, Jacopo da (Jacopo Carrucci)",0.05714285714285714,[156],['202'],['6']
Giotto,"Cavallini, Pietro",0.05555555555555555,[162],['315'],['0']
Donato (Donatello),Michelozzo Michelozzi,0.05555555555555555,[260],['292'],['1']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Piloto,0.05555555555555555,[207],['321'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Nunziata, Toto del",0.05555555555555555,[191],['299'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","Ceri, Andrea de'",0.05555555555555555,[191],['299'],['5']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Agnolo, Baccio d' (Baccio Baglioni)",0.05405405405405406,[68],['118'],['5']
"Robbia, Luca della",Donato (Donatello),0.05405405405405406,[121],['128'],['1']
"Albertinelli, Mariotto","Pontormo, Jacopo da (Jacopo Carrucci)",0.05405405405405406,[148],['186'],['6']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Turbido, Francesco (Il Moro)",0.05405405405405406,[24],['43'],['5']
Giotto,"Gaddi, Agnolo",0.05263157894736842,[222],['412'],['0']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Maiano, Giuliano da",0.05263157894736842,[12],['16'],['2']
"Vinci, Leonardo da","Bandinelli, Baccio (Baccio de' Brandini)",0.05263157894736842,"[43, 57]","['47', '68']","['6', '6']"
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.05263157894736842,[195],['304'],['5']
"Treviso, Girolamo da (Girolamo Trevigi)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.05263157894736842,[211],['326'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.05128205128205128,"[233, 120]","['321', '204']","['3', '5']"
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",Tribolo (Niccolï¿½),0.05128205128205128,[233],['330'],['4']
"Licinio, Giovanni Antonio (Cuticello, or Pordenone)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.05128205128205128,[153],['226'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.05063291139240506,"[237, 195]","['328', '304']","['3', '5']"
"Sanzio, Raffaello (Raffaello da Urbino)","Modena, Pellegrino da (Pellegrino degli Aretusi, or de' Munari)",0.05063291139240506,"[80, 80]","['110', '111']","['4', '4']"
"Sanzio, Raffaello (Raffaello da Urbino)","Viniziano, Agostino (Agostino de' Musi)",0.05063291139240506,"[103, 102]","['173', '170']","['5', '5']"
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Liberale,0.05,[24],['43'],['5']
"Dï¿½rer, Albrecht","Pontormo, Jacopo da (Jacopo Carrucci)",0.05,[164],['216'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)","Barile, Gian (of Florence)",0.05,[86],['117'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)","Conti, Domenico",0.05,[119],['177'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)","Salviati, Francesco (Francesco de' Rossi)",0.05,[119],['177'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)","Unghero, Nanni",0.05,[4],['2'],['6']
"Bugiardini, Giuliano",Tribolo (Niccolï¿½),0.05,[112],['142'],['6']
Tribolo (Niccolï¿½),"Bronzino, Agnolo",0.05,[29],['34'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)",Tribolo (Niccolï¿½),0.04938271604938271,"[43, 28]","['47', '33']","['6', '6']"
Donato (Donatello),"Verrocchio, Andrea",0.04878048780487805,[270],['401'],['2']
"Sarto, Andrea del (Andrea d' Agnolo)","Dente, Marco (Marco da Ravenna)",0.04878048780487805,[106],['179'],['5']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Dï¿½rer, Albrecht",0.047619047619047616,[165],['267'],['5']
"Sarto, Andrea del (Andrea d' Agnolo)","Sansovino, Jacopo (Jacopo Tatti)",0.047619047619047616,[98],['139'],['4']
"Sarto, Andrea del (Andrea d' Agnolo)","Viniziano, Agostino (Agostino de' Musi)",0.047619047619047616,[106],['179'],['5']
Masaccio,"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.046511627906976744,[202],['316'],['5']
"Buonarroti, Michelagnolo","Schongauer, Martin (Martino)",0.046511627906976744,[92],['155'],['5']
"Buonarroti, Michelagnolo","Cavalieri, Giovan Battista de'",0.046511627906976744,[113],['194'],['5']
"Vinci, Leonardo da","San Gallo, Giuliano da",0.046511627906976744,[196],['258'],['3']
"Sarto, Andrea del (Andrea d' Agnolo)","Agnolo, Baccio d' (Baccio Baglioni)",0.046511627906976744,[91],['125'],['4']
"Buonarroti, Michelagnolo","Indaco, Jacopo dell'",0.045454545454545456,[66],['80'],['3']
"Buonarroti, Michelagnolo","Vico, Enea",0.045454545454545456,[111],['190'],['5']
"Sarto, Andrea del (Andrea d' Agnolo)","Ghirlandajo, Ridolfo",0.045454545454545456,[281],['384'],['3']
"Buonarroti, Michelagnolo",Torrigiano,0.044444444444444446,[186],['240'],['3']
"Buonarroti, Michelagnolo","Montelupo, Raffaello da",0.044444444444444446,[44],['55'],['4']
"Vinci, Leonardo da","Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.044444444444444446,[242],['337'],['3']
"Contucci, Andrea (Andrea Sansovino)",Tribolo (Niccolï¿½),0.044444444444444446,[9],['7'],['6']
"Buonarroti, Michelagnolo","Agnolo, Baccio d' (Baccio Baglioni)",0.043478260869565216,[68],['118'],['5']
"Buonarroti, Michelagnolo","Granacci, Francesco (Il Granaccio)",0.043478260869565216,[60],['108'],['5']
"Albertinelli, Mariotto","Sarto, Andrea del (Andrea d' Agnolo)",0.043478260869565216,[148],['186'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)","Sogliani, Giovanni Antonio",0.043478260869565216,[164],['239'],['4']
"Buonarroti, Michelagnolo","Signorelli, Luca (Luca da Cortona)",0.0425531914893617,[74],['87'],['3']
"Sarto, Andrea del (Andrea d' Agnolo)","Lappoli, Giovanni Antonio",0.0425531914893617,[256],['380'],['5']
"Cosimo, Piero di","Sarto, Andrea del (Andrea d' Agnolo)",0.041666666666666664,[86],['117'],['4']
"Buonarroti, Michelagnolo","Credi, Lorenzo di",0.04081632653061224,[186],['240'],['3']
"Buonarroti, Michelagnolo","Mosca, Simone",0.04081632653061224,[194],['260'],['6']
"Urbino, Bramante da","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.04,[237],['328'],['3']
"Buonarroti, Michelagnolo","Bronzino, Agnolo",0.0392156862745098,[113],['143'],['6']
"Vinci, Leonardo da","Sanzio, Raffaello (Raffaello da Urbino)",0.0392156862745098,"[242, 212]","['337', '285']","['3', '3']"
"Bandinelli, Baccio (Baccio de' Brandini)","Settignano, Solosmeo da (Antonio di Giovanni)",0.0392156862745098,[80],['102'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Bandinelli, Clemente",0.0392156862745098,[95],['121'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Rossi, Vincenzio de'",0.0392156862745098,[94],['119'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Buda, Girolamo del",0.0392156862745098,[56],['66'],['6']
"Bandinelli, Baccio (Baccio de' Brandini)","Prato, Francesco di Girolamo dal",0.0392156862745098,[73],['90'],['6']
"Ammanati, Bartolommeo","Bandinelli, Baccio (Baccio de' Brandini)",0.038461538461538464,[274],['378'],['3']
"Bandinelli, Baccio (Baccio de' Brandini)","Vico, Enea",0.038461538461538464,[111],['190'],['5']
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)","San Gallo, Antonio da (the younger)",0.038461538461538464,[198],['310'],['5']
"Bandinelli, Baccio (Baccio de' Brandini)","Vinci, Pierino (Piero) da",0.03773584905660377,[43],['47'],['6']
"Lippi, Fra Filippo","Bandinelli, Baccio (Baccio de' Brandini)",0.03636363636363636,[57],['68'],['6']
"Sanzio, Raffaello (Raffaello da Urbino)","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.036036036036036036,"[195, 194]","['304', '303']","['5', '5']"
"Bandinelli, Baccio (Baccio de' Brandini)","Lombardi, Alfonso",0.03571428571428571,[77],['97'],['6']
"Buonarroti, Michelagnolo","Beccafumi, Domenico (Domenico di Pace)",0.03508771929824561,[236],['355'],['5']
"Vinci, Leonardo da",Tribolo (Niccolï¿½),0.03508771929824561,[43],['47'],['6']
"Buonarroti, Michelagnolo","San Gallo, Antonio da (the younger)",0.03389830508474576,[139],['231'],['5']
Donato (Donatello),Tribolo (Niccolï¿½),0.03333333333333333,[30],['37'],['6']
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)","Buonarroti, Michelagnolo",0.03278688524590164,[159],['179'],['1']
"Buonarroti, Michelagnolo","Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.03278688524590164,[242],['337'],['3']
"Buonarroti, Michelagnolo","Rosso, Il (Giovan Battista de' Rossi)",0.031746031746031744,[111],['190'],['5']
"Bandinelli, Baccio (Baccio de' Brandini)","Contucci, Andrea (Andrea Sansovino)",0.03125,[62],['76'],['6']
"Sarto, Andrea del (Andrea d' Agnolo)",Tribolo (Niccolï¿½),0.02857142857142857,[4],['2'],['6']
"Romano, Giulio (Giulio Pippi de' Giannuzzi)","Sarto, Andrea del (Andrea d' Agnolo)",0.028169014084507043,[108],['157'],['4']
"Bandinelli, Baccio (Baccio de' Brandini)","Rosso, Il (Giovan Battista de' Rossi)",0.028169014084507043,[111],['190'],['5']
"Buonarroti, Michelagnolo","Pontormo, Jacopo da (Jacopo Carrucci)",0.027777777777777776,[173],['234'],['6']
"Buonarroti, Michelagnolo","Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.02702702702702703,[167],['270'],['5']
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)","Buonarroti, Michelagnolo",0.02666666666666667,[68],['118'],['5']
"Buonarroti, Michelagnolo","Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.025974025974025976,[219],['335'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Barile, Gian (Giovan)",0.025974025974025976,[238],['330'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)",Fivizzano,0.025974025974025976,[29],['28'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Pistoia, Il (Leonardo)",0.025974025974025976,[80],['110'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Carpi, Ugo da",0.025974025974025976,[107],['181'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)",Baviera,0.02564102564102564,[233],['321'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Bagnacavallo, Bartolommeo da (Bartolommeo Ramenghi)",0.02564102564102564,[208],['291'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Dente, Marco (Marco da Ravenna)",0.02564102564102564,[103],['173'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","San Marco, Fra Bartolommeo di (Baccio della Porta)",0.02531645569620253,[215],['292'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","San Gimignano, Vincenzio da (Vincenzio Tamagni)",0.02531645569620253,[12],['13'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Vasari, Giorgio",0.02531645569620253,[120],['204'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Cock, Hieronymus",0.02531645569620253,[120],['204'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Francia, Francesco",0.025,[29],['28'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Lotti, Lorenzetto (Lorenzo)",0.025,[56],['71'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Urbino, Timoteo da (Timoteo della Vite)",0.024691358024691357,[15],['17'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Giocondo, Fra",0.023809523809523808,[126],['210'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Dï¿½rer, Albrecht",0.023255813953488372,[232],['319'],['3']
"Sanzio, Raffaello (Raffaello da Urbino)","Mazzuoli, Francesco (Parmigiano)",0.02247191011235955,[247],['343'],['4']
"Bandinelli, Baccio (Baccio de' Brandini)","Sarto, Andrea del (Andrea d' Agnolo)",0.02247191011235955,[59],['71'],['6']
"Sanzio, Raffaello (Raffaello da Urbino)","Beccafumi, Domenico (Domenico di Pace)",0.02197802197802198,[236],['355'],['5']
"Sanzio, Raffaello (Raffaello da Urbino)","Rosso, Il (Giovan Battista de' Rossi)",0.020618556701030927,[194],['271'],['4']
"Sanzio, Raffaello (Raffaello da Urbino)","Sarto, Andrea del (Andrea d' Agnolo)",0.017391304347826087,[108],['157'],['4']
