artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
"Orcagna, Andrea di Cione","Orcagna, Bernardo di Cione",1,0.2630344058337938,190,250,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
"Orcagna, Andrea di Cione","Buffalmacco, Buonamico",1,0.2630344058337938,190,251,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
"Orcagna, Andrea di Cione","Orcagna, Jacopo di Cione",1,0.2630344058337938,194,257,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
