artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
Michelozzo Michelozzi,Donato (Donatello),1,0.09953567355091437,259,241,pmi_activity_biography-level_2024-05-15,2024-05-15T12:25:25,2024-05-15T12:25:25
Michelozzo Michelozzi,Donato (Donatello),1,0.09953567355091437,260,241,pmi_activity_biography-level_2024-05-15,2024-05-15T12:25:25,2024-05-15T12:25:25
"Partigiani, Pagno di Lapo","Filarete, Antonio",1,3.9068905956085187,270,249,pmi_activity_biography-level_2024-05-15,2024-05-15T12:25:25,2024-05-15T12:25:25
