artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
"Cimabue, Giovanni",Giotto,1,0.5849625007211562,50,74,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
"Tafi, Andrea",Apollonio,1,0.2630344058337938,49,73,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
