artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
"Pisano, Andrea","Gaddi, Taddeo",1,0.22239242133644802,129,172,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
"Pisano, Andrea","Pisano, Tommaso",1,0.22239242133644802,130,174,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
