artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
Giotto,"Aretino, Spinello",1,1.3219280948873622,83,65,pmi_activity_biography-level_2024-05-15,2024-05-15T12:25:26,2024-05-15T12:25:26
