artist1,artist2,shared_count,pmi_score,page,paragraph,activity,start,end
"Tedesco, Jacopo (Lapo)",Buono,1,3.700439718141092,14,17,pmi_activity_biography-level_2024-05-15,2024-05-15T11:58:51,2024-05-15T11:58:51
