"instance_id","rdf:type","rdf_type_2","rdfs:label","frbr:is part of","frbr:has embodiment","rdfs:seeAlso","page_number","biography_slug","vol","level"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_1","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 1","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_1","","1","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_1","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_1","1","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_2","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 2","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_2","","2","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_2","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_2","2","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_3","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 3","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_3","","3","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_3","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_3","3","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_4","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 4","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_4","","4","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_4","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 4","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_4","4","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_5","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 5","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_5","","5","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_5","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 5","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_5","5","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_6","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 6","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_6","","6","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_6","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 6","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_6","6","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_7","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 7","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_7","","7","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_7","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_7","7","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_8","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 8","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_8","","8","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_8","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_8","8","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_9","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 9","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_9","","9","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_9","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 9","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_9","9","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_cimabue-bio_page_10","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Giovanni Cimabue, Page 10","viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_10","","10","cimabue","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio_page_10","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue, Page 10","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_10","10","cimabue","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_11","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 11","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_11","","11","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_11","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 11","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_11","11","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_12","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 12","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_12","","12","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_12","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 12","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_12","12","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_13","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 13","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_13","","13","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_13","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 13","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_13","13","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_14","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 14","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_14","","14","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_14","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 14","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_14","14","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_15","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 15","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_15","","15","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_15","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 15","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_15","15","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_16","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 16","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_16","","16","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_16","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 16","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_16","16","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_17","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 17","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_17","","17","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_17","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 17","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_17","17","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_18","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 18","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_18","","18","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_18","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 18","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_18","18","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_19","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 19","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_19","","19","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_19","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 19","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_19","19","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_20","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 20","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_20","","20","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_20","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 20","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_20","20","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_21","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 21","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_21","","21","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_21","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 21","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_21","21","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_22","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 22","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_22","","22","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_22","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 22","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_22","22","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_23","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 23","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_23","","23","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_23","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 23","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_23","23","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_24","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 24","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_24","","24","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_24","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 24","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_24","24","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_25","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 25","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_25","","25","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_25","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 25","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_25","25","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio_page_26","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Arnolfo di Lapo, Page 26","viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_26","","26","arnolfo-di-lapo","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio_page_26","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo, Page 26","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_26","26","arnolfo-di-lapo","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_27","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 27","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_27","","27","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_27","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 27","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_27","27","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_28","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 28","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_28","","28","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_28","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 28","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_28","28","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_29","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 29","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_29","","29","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_29","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 29","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_29","29","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_30","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 30","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_30","","30","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_30","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 30","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_30","30","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_31","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 31","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_31","","31","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_31","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 31","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_31","31","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_32","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 32","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_32","","32","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_32","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 32","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_32","32","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_33","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 33","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_33","","33","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_33","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 33","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_33","33","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_34","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 34","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_34","","34","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_34","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 34","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_34","34","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_35","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 35","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_35","","35","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_35","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 35","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_35","35","niccola-giovanni-pisa","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio_page_36","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 1, Life of Niccola and Giovanni of Pisa, Page 36","viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_36","","36","niccola-giovanni-pisa","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio_page_36","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa, Page 36","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_36","36","niccola-giovanni-pisa","1","manifestation"
