"instance_id","rdf:type","rdf_type_2","rdfs:label","frbr:is part of","frbr:has embodiment","rdfs:seeAlso","page_number","biography_slug","vol","level"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_91","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 91","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_91","","91","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_91","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 91","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_91","91","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_92","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 92","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_92","","92","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_92","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 92","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_92","92","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_93","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 93","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_93","","93","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_93","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 93","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_93","93","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_94","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 94","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_94","","94","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_94","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 94","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_94","94","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_95","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 95","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_95","","95","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_95","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 95","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_95","95","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_96","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 96","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_96","","96","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_96","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 96","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_96","96","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_97","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 97","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_97","","97","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_97","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 97","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_97","97","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_98","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 98","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_98","","98","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_98","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 98","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_98","98","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_99","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 99","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_99","","99","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_99","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 99","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_99","99","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_100","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 100","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_100","","100","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_100","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 100","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_100","100","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_101","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 101","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_101","","101","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_101","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 101","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_101","101","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_102","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 102","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_102","","102","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_102","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 102","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_102","102","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_103","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 103","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_103","","103","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_103","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 103","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_103","103","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_104","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 104","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_104","","104","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_104","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 104","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_104","104","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_105","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 105","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_105","","105","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_105","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 105","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_105","105","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_106","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 106","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_106","","106","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_106","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 106","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_106","106","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_107","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 107","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_107","","107","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_107","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 107","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_107","107","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_108","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 108","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_108","","108","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_108","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 108","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_108","108","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_109","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 109","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_109","","109","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_109","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 109","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_109","109","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_110","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 110","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_110","","110","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_110","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 110","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_110","110","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_111","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 111","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_111","","111","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_111","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 111","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_111","111","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_112","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 112","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_112","","112","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_112","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 112","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_112","112","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_113","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 113","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_113","","113","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_113","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 113","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_113","113","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_114","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 114","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_114","","114","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_114","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 114","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_114","114","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_115","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 115","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_115","","115","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_115","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 115","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_115","115","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_116","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 116","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_116","","116","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_116","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 116","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_116","116","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_117","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 117","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_117","","117","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_117","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 117","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_117","117","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_118","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 118","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_118","","118","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_118","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 118","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_118","118","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_119","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 119","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_119","","119","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_119","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 119","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_119","119","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio_page_120","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Marc'Antonio Bolognese and Others, Page 120","viewsari:the_lives_1568_volume-6_marc-antonio-bolognese-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_120","","120","marc-antonio-bolognese","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio_page_120","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Marc'Antonio Bolognese and Others, Page 120","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_marc-antonio-bolognese-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_120","120","marc-antonio-bolognese","6","manifestation"
"viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio_page_121","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Antonio da San Gallo, Page 121","viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_121","","121","antonio-da-san-gallo","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_121","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio da San Gallo, Page 121","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_121","121","antonio-da-san-gallo","6","manifestation"
"viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio_page_122","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Antonio da San Gallo, Page 122","viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_122","","122","antonio-da-san-gallo","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_122","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio da San Gallo, Page 122","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_122","122","antonio-da-san-gallo","6","manifestation"
"viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio_page_123","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Antonio da San Gallo, Page 123","viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_123","","123","antonio-da-san-gallo","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_123","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio da San Gallo, Page 123","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_123","123","antonio-da-san-gallo","6","manifestation"
"viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio_page_124","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Antonio da San Gallo, Page 124","viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_124","","124","antonio-da-san-gallo","6","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_124","viewsari:page web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio da San Gallo, Page 124","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_124","124","antonio-da-san-gallo","6","manifestation"
"viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio_page_125","viewsari:page","fabio:Expression","The Lives, 1568, Vol. 6, Life of Antonio da San Gallo, Page 125","viewsari:the_lives_1568_volume-6_antonio-da-san-gallo-bio","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_antonio-da-san-gallo-bio_page_125","","125","antonio-da-san-gallo","6","expression"
