"instance_id","rdf:type","rdf_type_2","rdfs:label","frbr:is part of","frbr:has embodiment","rdfs:seeAlso","start_page","vol","level"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-6_beccafumi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Domenico Beccafumi (Volume 6)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-6","","https://www.gutenberg.org/files/28422/28422-h/28422-h.htm#Page_373","373","6","manifestation"
"viewsari:the_lives_1568_volume-7_tribolo-bio","viewsari:biography","fabio:Expression","Life of Niccolò called Tribolo","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_tribolo-bio","","1","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_tribolo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccolò called Tribolo (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_1","1","7","manifestation"
"viewsari:the_lives_1568_volume-7_pierino-da-vinci-bio","viewsari:biography","fabio:Expression","Life of Pierino da Vinci","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_pierino-da-vinci-bio","","61","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_pierino-da-vinci-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Pierino da Vinci (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_61","61","7","manifestation"
"viewsari:the_lives_1568_volume-7_baccio-bandinelli-bio","viewsari:biography","fabio:Expression","Life of Baccio Bandinelli","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_baccio-bandinelli-bio","","75","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_baccio-bandinelli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Baccio Bandinelli (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_75","75","7","manifestation"
"viewsari:the_lives_1568_volume-7_bugiardini-bio","viewsari:biography","fabio:Expression","Life of Giuliano Bugiardini","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_bugiardini-bio","","161","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_bugiardini-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giuliano Bugiardini (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_161","161","7","manifestation"
"viewsari:the_lives_1568_volume-7_cristofano-gherardi-bio","viewsari:biography","fabio:Expression","Life of Cristofano Gherardi","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_cristofano-gherardi-bio","","171","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_cristofano-gherardi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Cristofano Gherardi (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_171","171","7","manifestation"
"viewsari:the_lives_1568_volume-7_pontormo-bio","viewsari:biography","fabio:Expression","Life of Jacopo da Pontormo","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_pontormo-bio","","189","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_pontormo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Jacopo da Pontormo (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_189","189","7","manifestation"
"viewsari:the_lives_1568_volume-7_simone-mosca-bio","viewsari:biography","fabio:Expression","Life of Simone Mosca","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_simone-mosca-bio","","245","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_simone-mosca-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Simone Mosca (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_245","245","7","manifestation"
"viewsari:the_lives_1568_volume-7_genga-bio","viewsari:biography","fabio:Expression","Life of Girolamo and Bartolommeo Genga and Giovan Battista San Marino","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_genga-bio","","253","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_genga-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Girolamo and Bartolommeo Genga and Giovan Battista San Marino (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_253","253","7","manifestation"
"viewsari:the_lives_1568_volume-7_sanmicheli-bio","viewsari:biography","fabio:Expression","Life of Michele Sanmicheli","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_sanmicheli-bio","","267","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_sanmicheli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Michele Sanmicheli (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_267","267","7","manifestation"
"viewsari:the_lives_1568_volume-7_sodoma-bio","viewsari:biography","fabio:Expression","Life of Giovanni Antonio Bazzi called Il Sodoma","viewsari:the_lives_1568_volume-7","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_sodoma-bio","","307","7","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-7_sodoma-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Antonio Bazzi called Il Sodoma (Volume 7)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-7","","https://www.gutenberg.org/files/32361/32361-h/32361-h.htm#Page_307","307","7","manifestation"
"viewsari:the_lives_1568_volume-8_aristotile-san-gallo-bio","viewsari:biography","fabio:Expression","Life of Bastiano da San Gallo called Aristotile","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_aristotile-san-gallo-bio","","1","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_aristotile-san-gallo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Bastiano da San Gallo called Aristotile (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_1","1","8","manifestation"
"viewsari:the_lives_1568_volume-8_garofalo-bio","viewsari:biography","fabio:Expression","Life of Benvenuto Garofalo and Girolamo da Carpi and Other Lombards","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_garofalo-bio","","13","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_garofalo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Benvenuto Garofalo and Girolamo da Carpi and Other Lombards (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_13","13","8","manifestation"
"viewsari:the_lives_1568_volume-8_ridolfo-ghirlandajo-bio","viewsari:biography","fabio:Expression","Life of Ridolfo David and Benedetto Ghirlandajo","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_ridolfo-ghirlandajo-bio","","45","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_ridolfo-ghirlandajo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Ridolfo David and Benedetto Ghirlandajo (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_45","45","8","manifestation"
"viewsari:the_lives_1568_volume-8_giovanni-da-udine-bio","viewsari:biography","fabio:Expression","Life of Giovanni da Udine","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_giovanni-da-udine-bio","","55","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_giovanni-da-udine-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni da Udine (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_55","55","8","manifestation"
"viewsari:the_lives_1568_volume-8_battista-franco-v8-bio","viewsari:biography","fabio:Expression","Life of Battista Franco","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_battista-franco-v8-bio","","69","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_battista-franco-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Battista Franco (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_69","69","8","manifestation"
"viewsari:the_lives_1568_volume-8_rustici-v8-bio","viewsari:biography","fabio:Expression","Life of Giovan Francesco Rustici","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_rustici-v8-bio","","79","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_rustici-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovan Francesco Rustici (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_79","79","8","manifestation"
"viewsari:the_lives_1568_volume-8_montorsoli-v8-bio","viewsari:biography","fabio:Expression","Life of Fra Giovanni Agnolo Montorsoli","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_montorsoli-v8-bio","","97","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_montorsoli-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Fra Giovanni Agnolo Montorsoli (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_97","97","8","manifestation"
"viewsari:the_lives_1568_volume-8_salviati-v8-bio","viewsari:biography","fabio:Expression","Life of Francesco de' Rossi Salviati","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_salviati-v8-bio","","121","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_salviati-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Francesco de' Rossi Salviati (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_121","121","8","manifestation"
"viewsari:the_lives_1568_volume-8_daniello-v8-bio","viewsari:biography","fabio:Expression","Life of Daniello Ricciarelli","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_daniello-v8-bio","","173","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_daniello-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Daniello Ricciarelli (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_173","173","8","manifestation"
"viewsari:the_lives_1568_volume-8_taddeo-zuccaro-v8-bio","viewsari:biography","fabio:Expression","Life of Taddeo Zuccaro","viewsari:the_lives_1568_volume-8","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_taddeo-zuccaro-v8-bio","","185","8","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-8_taddeo-zuccaro-v8-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Taddeo Zuccaro (Volume 8)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-8","","https://www.gutenberg.org/files/32362/32362-h/32362-h.htm#Page_185","185","8","manifestation"
"viewsari:the_lives_1568_volume-9_michelagnolo-bio","viewsari:biography","fabio:Expression","Life of Michelagnolo Buonarroti","viewsari:the_lives_1568_volume-9","viewsari:the_lives_1568_gutenberg_web_version_of_volume-9_michelagnolo-bio","","1","9","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-9_michelagnolo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Michelagnolo Buonarroti (Volume 9)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-9","","https://www.gutenberg.org/files/32363/32363-h/32363-h.htm#Page_1","1","9","manifestation"
"viewsari:the_lives_1568_volume-10_bronzino-bio","viewsari:biography","fabio:Expression","Life of Agnolo Bronzino","viewsari:the_lives_1568_volume-10","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_bronzino-bio","","1","10","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_bronzino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Agnolo Bronzino (Volume 10)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_1","1","10","manifestation"
"viewsari:the_lives_1568_volume-10_academicians-design-bio","viewsari:biography","fabio:Expression","Life of Academicians of Design","viewsari:the_lives_1568_volume-10","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_academicians-design-bio","","65","10","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_academicians-design-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Academicians of Design (Volume 10)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_65","65","10","manifestation"
"viewsari:the_lives_1568_volume-10_festive-preparations-bio","viewsari:biography","fabio:Expression","Life of Description of Festive Preparations","viewsari:the_lives_1568_volume-10","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_festive-preparations-bio","","155","10","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_festive-preparations-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Description of Festive Preparations (Volume 10)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_155","155","10","manifestation"
"viewsari:the_lives_1568_volume-10_vasari-v10-bio","viewsari:biography","fabio:Expression","Life of Giorgio Vasari","viewsari:the_lives_1568_volume-10","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_vasari-v10-bio","","167","10","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-10_vasari-v10-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giorgio Vasari (Volume 10)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-10","","https://www.gutenberg.org/files/33203/33203-h/33203-h.htm#Page_167","167","10","manifestation"
