id,first_name,middle_name,surname,full_name,alias,pages
"Cimabue, Giovanni",Giovanni,,Cimabue,Giovanni Cimabue,,59
"Ciuffagni, Bernardo",Bernardo,,Ciuffagni,Bernardo Ciuffagni,,7
"Coda, Bartolommeo",Bartolommeo,,Coda,Bartolommeo Coda,,184
"Coda, Benedetto (Benedetto da Ferrara)",Benedetto,,Coda,Benedetto Coda,Benedetto da Ferrara,184
"Contucci, Andrea (Andrea Sansovino)",Andrea,,Contucci,Andrea Contucci,Andrea Sansovino,243
"Corso, Jacopo del",Jacopo,del,Corso,Jacopo del Corso,,105
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",Andrea,,di Cosimo,Andrea di Cosimo,Andrea di Cosimo Feltrini,189
"Cosimo, Piero di",Piero,,di Cosimo,Piero di Cosimo,,189
Cosmï¿½,Cosmï¿½,,,Cosmï¿½,,136
"Costa, Lorenzo",Lorenzo,,Costa,Lorenzo Costa,,161 162 163 164 167
"Cozzerello, Jacopo",Jacopo,,Cozzerello,Jacopo Cozzerello,,130
"Credi, Lorenzo di",Lorenzo,,di Credi,Lorenzo di Credi,,274
"Cronaca, Il (Simone del Pollaiuolo)",Il,,Cronaca,Il Cronaca,Simone del Pollaiuolo,260
"Diamante, Fra",Diamante,,,Fra Diamante,,83 85 86 87
Donato (Donatello),Donato,,,Donato,Donatello,117 131 144 147 148 269 270 273 3 6 73 74
"Donnino, Agnolo di",Agnolo,,di ino,Don Agnolo di ino,,189 190
"Donzello, Piero del",Piero,del,ello,Don Piero del ello,,13
"Donzello, Polito del",Polito,del,ello,Don Polito del ello,,13 14
"Dossi, Dosso",Dosso,,Dossi,Dosso Dossi,,164
Duca Tagliapietra,Duca,,Tagliapietra,Duca Tagliapietra,,169
Duccio,Duccio,,,Duccio,,6
"Dï¿½rer, Albrecht",Albrecht,,Dï¿½rer,Albrecht Dï¿½rer,,214
"Eyck, Jan van (Johann of Bruges)",Jan,van,Eyck,Jan van Eyck,Johann of Bruges,60 61 62 64
"Fabriano, Gentile da",Gentile,,da Fabriano,Gentile da Fabriano,,109 110 111 112 113 173 35
"Facchino, Giuliano del",Giuliano,del,Facchino,Giuliano del Facchino,,239
"Fancelli, Luca",Luca,,Fancelli,Luca Fancelli,,47
"Fancelli, Salvestro",Salvestro,,Fancelli,Salvestro Fancelli,,47
"Ferrara, Stefano da",Stefano,,da Ferrara,Stefano da Ferrara,,285 286
"Ferrarese, Ercole (Ercole da Ferrara)",Ercole,,Ferrarese,Ercole Ferrarese,Ercole da Ferrara,164 167 168 169 170
"Ferrucci, Francesco di Simone",Francesco,,di Simone Ferrucci,Francesco di Simone Ferrucci,,273
"Fiesole, Mino da (Mino di Giovanni,",Mino,,da (Mino di Giovanni Fiesole,Mino da (Mino di Giovanni Fiesole,,153 154 155 156 157
"Filarete, Antonio",Antonio,,Filarete,Antonio Filarete,,3 4 47 5 6 7 92
"Finiguerra, Maso",Maso,,Finiguerra,Maso Finiguerra,,238
"Foccora, Giovanni",Giovanni,,Foccora,Giovanni Foccora,,7
"Forlï¿½, Melozzo da",Melozzo,,da Forlï¿½,Melozzo da Forlï¿½,,124
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",Piero,,della Francesca,Piero della Francesca,"Piero Borghese, Piero dal Borgo a San Sepolcro",101 135 17 18 19 20 21 22 23 51 52
"Galassi, Galasso (Galasso Ferrarese)",Galasso,,Galassi,Galasso Galassi,Galasso Ferrarese,135 136
"Gatta, Don Bartolommeo della (Abbot of S. Clemente)",Bartolommeo,,della Gatta,Don Bartolommeo della Gatta,Abbot of S. Clemente,188 203 204 205 206 207 208 209
Gherardo (of Florence),Gherardo,,,Gherardo,Gherardo of Florence,209 213 214 215 232
"Ghiberti, Bartoluccio",Bartoluccio,,Ghiberti,Bartoluccio Ghiberti,,237 238
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",Lorenzo,,Ghiberti,Lorenzo Ghiberti,"Lorenzo di Bartoluccio Ghiberti, Lorenzo di Cione Ghiberti",237 238 269 270 3
"Ghirlandajo, Benedetto",Benedetto,,Ghirlandajo,Benedetto Ghirlandajo,,222 229 233
"Ghirlandajo, David",David,,Ghirlandajo,David Ghirlandajo,,222 225 229 230 231 233
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,188 213 215 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 248 69 70
"Ghirlandajo, Ridolfo",Ridolfo,,Ghirlandajo,Ridolfo Ghirlandajo,,233
"Ghirlandajo, Tommaso",Tommaso,,Ghirlandajo,Tommaso Ghirlandajo,,219
"Ghisoni, Fermo",Fermo,,Ghisoni,Fermo Ghisoni,,164
Gian Cristoforo,Gian,,Cristoforo,Gian Cristoforo,,92
"Giorgio, Francesco di",Francesco,,di Giorgio,Francesco di Giorgio,,129 130 131
Giotto,Giotto,,,Giotto,,259 59
Giusto,Giusto,,,Giusto,,11
"Gozzoli, Benozzo",Benozzo,,Gozzoli,Benozzo Gozzoli,,121 122 123 124 125 161 35
Graffione,Graffione,,,Graffione,,70
"Granacci, Francesco (Il Granaccio)",Francesco,,Granacci,Francesco Granacci,Il Granaccio,233
"Grosso, Nanni",Nanni,,Grosso,Nanni Grosso,,273
"Guardia, Niccolï¿½ della",Niccolï¿½,,della Guardia,Niccolï¿½ della Guardia,,92
"Indaco, Jacopo dell'",Jacopo,dell',Indaco,Jacopo dell' Indaco,", Jacopo del Tedesco",233
"Lappoli, Matteo",Matteo,,Lappoli,Matteo Lappoli,,206 207
"Laurati, Pietro (Pietro Lorenzetti)",Pietro,,Laurati,Pietro Laurati,Pietro Lorenzetti,55
"Lendinara, Lorenzo da",Lorenzo,,da Lendinara,Lorenzo da Lendinara,,285
"Linaiuolo, Berto",Berto,,Linaiuolo,Berto Linaiuolo,,92
"Lippi, Filippo (Filippino)",Filippo,,Lippi,Filippo Lippi,Filippino,259 83 87
"Lippi, Fra Filippo",Filippo,,Lippi,Fra Filippo Lippi,,117 118 161 247 79 80 81 82 83 84 85 86 87 88
"Lorenzo, Agnolo di (Angelo di Lorentino)",Agnolo,,di Lorenzo,Agnolo di Lorenzo,Angelo di Lorentino,209
"Lotti, Lorenzetto (Lorenzo)",Lorenzetto,,Lotti,Lorenzetto Lotti,Lorenzo,273
"Macchiavelli, Zanobi",Zanobi,,Macchiavelli,Zanobi Macchiavelli,,125
"Maiano, Benedetto da",Benedetto,,da Maiano,Benedetto da Maiano,,13 14 149 257 258 259 260 261 262 263 264
"Maiano, Giuliano da",Giuliano,,da Maiano,Giuliano da Maiano,,11 12 13 14 257 258 259 74
"Mainardi, Bastiano (Bastiano da San Gimignano)",Bastiano,,Mainardi,Bastiano Mainardi,Bastiano da San Gimignano,225 230 231 232 233
"Malino, Lodovico (or Mazzolini)",Lodovico,,Malino,Lodovico Malino,Mazzolini,164
"Mantegna, Andrea",Andrea,,Mantegna,Andrea Mantegna,,162 279 280 281 282 283 284 285 286
Marchino,Marchino,,,Marchino,,105
"Marcilla, Guglielmo da (Guillaume de Marcillac)",Guglielmo,,da Marcilla,Guglielmo da Marcilla,Guillaume de Marcillac,53
"Mariotto, Domenico di",Domenico,,di Mariotto,Domenico di Mariotto,,12
"Marzone, Giacomo",Giacomo,,Marzone,Giacomo Marzone,,184
Masaccio,Masaccio,,,Masaccio,,79 80
Mazzingo,Mazzingo,,,Mazzingo,,239
"Mazzoni, Guido (Modanino da Modena)",Guido,,Mazzoni,Guido Mazzoni,Modanino da Modena,14
"Memling, Hans (Ausse)",Hans,,Memling,Hans Memling,Ausse,61
"Memmi, Simone (Simone Martini, or Sanese)",Simone,,Memmi,Simone Memmi,"Simone Martini, Sanese",183
"Messina, Antonello da",Antonello,,da Messina,Antonello da Messina,,59 60 61 62 63 64
"Michelino, Domenico di",Domenico,,di Michelino,Domenico di Michelino,,35
"Milano, Bramante da",Bramante,,da Milano,Bramante da Milano,,18
"Mino, Maestro (Mino del Regno, or del Reame)",Mino,,,Maestro Mino,Mino del Regno del Reame,155 91 92
Minore,Minore,,,Minore,,11
"Monaco, Don Lorenzo (Don Lorenzo degli Angeli)",Lorenzo,,Monaco,Don Lorenzo Monaco,Don Lorenzo degli Angeli,203
"Montagna, Jacopo da",Jacopo,,da Montagna,Jacopo da Montagna,,183
"Montelupo, Baccio da",Baccio,,da Montelupo,Baccio da Montelupo,,148
"Montepulciano, Pasquino da",Pasquino,,da Montepulciano,Pasquino da Montepulciano,,7
"Moretto (or Mocetto), Girolamo",Girolamo,,Moretto,Girolamo Moretto,Mocetto,180
Myrmecides,Myrmecides,,,Myrmecides,,55
Niccolï¿½ (goldsmith to Pope Innocent VIII),Niccolï¿½,,,Niccolï¿½,goldsmith to Pope Innocent VIII,281
Niccolï¿½ (of Florence),Niccolï¿½,,,Niccolï¿½,Niccolï¿½ of Florence,7
Nicon,Nicon,,,Nicon,,209
"Orcagna, Andrea di Cione",Andrea,,di Cione Orcagna,Andrea di Cione Orcagna,,223
Orsino,Orsino,,,Orsino,,275 276
"Padova, Vellano da",Vellano,,da Padova,Vellano da Padova,,272 73 74 75
"Padovano, Girolamo",Girolamo,,Padovano,Girolamo Padovano,,209
"Pecori, Domenico",Domenico,,Pecori,Domenico Pecori,,207 208 209
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",Pietro,,Perugino,Pietro Perugino,"Pietro Vannucci, Pietro da Castel della Pieve",188 204 23 273
"Peselli, Francesco (Francesco di Pesello, or Pesellino)",Francesco,,Peselli,Francesco Peselli,"Francesco di Pesello, Pesellino",117 118 86
Pesello,Pesello,,,Pesello,,117 118 59
"Pintelli, Baccio",Baccio,,Pintelli,Baccio Pintelli,,93 94
"Pisanello, Vittore or Antonio",Vittore,or Antonio,Pisanello,Vittore or Antonio Pisanello,,105 109 110 111 112 113
"Pistoiese, David",David,,Pistoiese,David Pistoiese,,263
"Pizzolo, Niccolï¿½",Niccolï¿½,,Pizzolo,Niccolï¿½ Pizzolo,,280
"Pollaiuolo, Antonio",Antonio,,Pollaiuolo,Antonio Pollaiuolo,,237 238 239 240 241 242 243 248 285
"Pollaiuolo, Piero",Piero,,Pollaiuolo,Piero Pollaiuolo,,105 237 238 239 240 241 242 243 248
"Polo, Agnolo di",Agnolo,,di Polo,Agnolo di Polo,,273 274
"Quercia, Jacopo della (Jacopo della Fonte)",Jacopo,,della Quercia,Jacopo della Quercia,Jacopo della Fonte,131 188
"Ravenna, Rondinello da (Niccolï¿½ Rondinello)",Rondinello,,da Ravenna,Rondinello da Ravenna,Niccolï¿½ Rondinello,183 184
"Riccio, Andrea",Andrea,,Riccio,Andrea Riccio,,64
"Robbia, Andrea della",Andrea,,della Robbia,Andrea della Robbia,,276
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Giulio,,Romano,Giulio Romano,Giulio Pippi de' Giannuzzi,19
"Romano, Paolo",Paolo,,Romano,Paolo Romano,,91 92
"Rosselli, Cosimo",Cosimo,,Rosselli,Cosimo Rosselli,,187 188 189 190
"Rossellino, Antonio (Rossellino dal Proconsolo)",Antonio,,Rossellino,Antonio Rossellino,Rossellino dal Proconsolo,139 140 141 142 143 144 253 44
"Rossellino, Bernardo",Bernardo,,Rossellino,Bernardo Rossellino,,139 140 141 142 143 144 268 44
"Rovezzano, Giovanni da",Giovanni,,da Rovezzano,Giovanni da Rovezzano,,105
"Salvi, Antonio di",Antonio,,di Salvi,Antonio di Salvi,,239
"Salviati, Francesco (Francesco de' Rossi)",Francesco,,Salviati,Francesco Salviati,Francesco de' Rossi,258 262
"San Michele, Michele",Michele,,San Michele,Michele San Michele,,111
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,18 19
"Sassoli, Fabiano di Stagio",Fabiano,,di Stagio Sassoli,Fabiano di Stagio Sassoli,,54
"Schongauer, Martin (Martino)",Martin,,Schongauer,Martin Schongauer,Martino,214
"Sellaio, Jacopo del",Jacopo,del,Sellaio,Jacopo del Sellaio,,86
"Servellino, Guido del",Guido,del,Servellino,Guido del Servellino,,12
"Settignano, Desiderio da",Desiderio,,da Settignano,Desiderio da Settignano,,147 148 149 154 156 260
"Signorelli, Luca (Luca da Cortona)",Luca,,Signorelli,Luca Signorelli,Luca da Cortona,188 20 204 23 31 52
Simone (brother of Donatello),Simone,,,Simone,brother of Donatello,3 4 5 6 7
"Spinelli, Parri",Parri,,Spinelli,Parri Spinelli,,54
"Squarcione, Jacopo",Jacopo,,Squarcione,Jacopo Squarcione,,279 280 281 285
Stefano of Florence (Stefano Lunetti),Stefano of Florence,,,Stefano of Florence,Stefano Lunetti,215
"Strozzi, Zanobi",Zanobi,,Strozzi,Zanobi Strozzi,,35
"Tafi, Andrea",Andrea,,Tafi,Andrea Tafi,,69
"Tasso, Domenico del",Domenico,del,Tasso,Domenico del Tasso,", Marco del Tasso",200 262
"Tasso, Giuliano del",Giuliano,del,Tasso,Giuliano del Tasso,,200 262
"Todi, Pietro Paolo da",Pietro,Paolo,da Todi,Pietro Paolo da Todi,,92
"Treviso, Dario da",Dario,,da Treviso,Dario da Treviso,,280 285
"Turini, Giovanni",Giovanni,,Turini,Giovanni Turini,,239
"Uccello, Paolo",Paolo,,Uccello,Paolo Uccello,,257
"Urbino, Bramante da",Bramante,,da Urbino,Bramante da Urbino,,155
Varrone (of Florence),Varrone,,,Varrone,Varrone of Florence,7
"Vasari, Bernardo",Bernardo,,Vasari,Bernardo Vasari,,55
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,113 12 124 140 149 157 164 170 189 198 209 214 221 238 242 254 263 270 284 48 52 54 68 88
"Vasari, Giorgio (son of Lazzaro Vasari, the elder)",Giorgio,,Vasari,Giorgio Vasari,"son of Lazzaro Vasari, the elder",52 54 55 56
"Vasari, Lazzaro (the elder)",Lazzaro,,Vasari,Lazzaro Vasari,the elder,51 52 53 54 55 56
"Vasari, Lazzaro (the younger)",Lazzaro,,Vasari,Lazzaro Vasari,the younger,55
"Vecchietto, Lorenzo",Lorenzo,,Vecchietto,Lorenzo Vecchietto,,129 130 131
"Vecelli, Tiziano (Tiziano da Cadore)",Tiziano,,Vecelli,Tiziano Vecelli,Tiziano da Cadore,179 183
"Verona, Paolo da",Paolo,,da Verona,Paolo da Verona,,243
"Verrocchio, Andrea",Andrea,,Verrocchio,Andrea Verrocchio,,223 267 268 269 270 271 272 273 274 275 276 75
"Vinci, Leonardo da",Leonardo,,da Vinci,Leonardo da Vinci,,270 271 273 286
"Viniziano, Antonio",Antonio,,Viniziano,Antonio Viniziano,,176
"Viniziano, Domenico (Domenico da Venezia)",Domenico,,Viniziano,Domenico Viniziano,Domenico da Venezia,100 101 102 103 104 105 173 19 63 97 98 99
"Vivarino, Luigi",Luigi,,Vivarino,Luigi Vivarino,,178 179
"Weyden, Roger van der (Roger of Bruges)",Roger,van der,Weyden,Roger van der Weyden,Roger of Bruges,61
Zeuxis,Zeuxis,,,Zeuxis,,209
"Zoppo, Marco",Marco,,Zoppo,Marco Zoppo,,279 280 285
