id,first_name,middle_name,surname,full_name,alias,pages
Bramantino (Bartolommeo Suardi),Bramantino,,,Bramantino,Bartolommeo Suardi,217
"Bresciano, Vincenzio (Vincenzio di Zoppa, or Foppa)",Vincenzio,,Bresciano,Vincenzio Bresciano,"Vincenzio di Zoppa, Foppa",51 52 56
"Bronzino, Agnolo",Agnolo,,Bronzino,Agnolo Bronzino,,179
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",Filippo,,Brunelleschi,Filippo Brunelleschi,Filippo di Ser Brunellesco,137 185 266
"Bugiardini, Giuliano",Giuliano,,Bugiardini,Giuliano Bugiardini,,154 161 170 186
"Buglioni, Benedetto",Benedetto,,Buglioni,Benedetto Buglioni,,155
"Buonarroti, Michelagnolo",Michelagnolo,,Buonarroti,Michelagnolo Buonarroti,,101 104 145 157 186 187 199 201 204 209 212 215 223 224 242 243 244 245 259 270 41 43 48 65 66 74 84 85
"Buonconsigli, Giovanni",Giovanni,,Buonconsigli,Giovanni Buonconsigli,,52 60
"Buonfiglio, Benedetto",Benedetto,,Buonfiglio,Benedetto Buonfiglio,,17 18
"Busto, Agostino (Il Bambaja)",Agostino,,Busto,Agostino Busto,Il Bambaja,60
"Campagnola, Girolamo",Girolamo,,Campagnola,Girolamo Campagnola,,51 55 56
"Campagnola, Giulio",Giulio,,Campagnola,Giulio Campagnola,,51 56 57
"Caporali, Benedetto (Giovan Battista)",Benedetto,,Caporali,Benedetto Caporali,Giovan Battista,48 75 76
"Caporali, Giulio",Giulio,,Caporali,Giulio Caporali,,48
Caradosso,Caradosso,,,Caradosso,,144 23
"Caravaggio, Polidoro da (Polidoro Caldara)",Polidoro,,da Caravaggio,Polidoro da Caravaggio,Polidoro Caldara,237 83
"Caroto, Giovan Francesco",Giovan,Francesco,Caroto,Giovan Francesco Caroto,,60
"Carpaccio (Scarpaccia), Vittore",Vittore,,Carpaccio,Vittore Carpaccio,Scarpaccia,51 52 53 54 55 56 57 58 59 60 61
"Carpi, Ugo da",Ugo,,da Carpi,Ugo da Carpi,,233
"Cartoni, Niccolï¿½ (Niccolï¿½ Zoccolo)",Niccolï¿½,,Cartoni,Niccolï¿½ Cartoni,Niccolï¿½ Zoccolo,10 9
"Castagno, Andrea dal (Andrea degli Impiccati)",Andrea,,dal Castagno,Andrea dal Castagno,Andrea degli Impiccati,82
"Castelfranco, Giorgione da",Giorgione,,da Castelfranco,Giorgione da Castelfranco,,109 110 111 112 113 114 125 82
"Catena, Vincenzio",Vincenzio,,Catena,Vincenzio Catena,,52 58
"Ceraiuolo, Antonio del",Antonio,del,Ceraiuolo,Antonio del Ceraiuolo,,280
"Cesariano, Cesare",Cesare,,Cesariano,Cesare Cesariano,,138
"Cianfanini, Benedetto",Benedetto,,Cianfanini,Benedetto Cianfanini,,162
"Cimabue, Giovanni",Giovanni,,Cimabue,Giovanni Cimabue,,77
"Claudio, Maestro",Claudio,,,Maestro Claudio,,254 255
"Clemente, Bartolommeo",Bartolommeo,,Clemente,Bartolommeo Clemente,,60
"Conigliano, Giovan Battista da",Giovan,Battista,da Conigliano,Giovan Battista da Conigliano,,52 58
"Contucci, Andrea (Andrea Sansovino)",Andrea,,Contucci,Andrea Contucci,Andrea Sansovino,144 186 223 270 5
"Cordegliaghi, Giovanetto",Giovanetto,,Cordegliaghi,Giovanetto Cordegliaghi,,52 58 59
"Correggio, Antonio da",Antonio,,da Correggio,Antonio da Correggio,,117 118 119 120 121 122 125 83
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",Andrea,,di Cosimo,Andrea di Cosimo,Andrea di Cosimo Feltrini,129
"Cosimo, Piero di",Piero,,di Cosimo,Piero di Cosimo,,125 126 127 128 129 130 131 132 133 134
"Credi, Lorenzo di",Lorenzo,,di Credi,Lorenzo di Credi,,153 186 280
Cristofano,Cristofano,,,Cristofano,,55
"Cronaca, Il (Simone del Pollaiuolo)",Il,,Cronaca,Il Cronaca,Simone del Pollaiuolo,101 265 266 267 268 269 270 271 272 273 274 275
"Davanzo, Jacopo (of Milan)",Jacopo,,Davanzo,Jacopo Davanzo,Jacopo of Milan,60
"Dente, Marco (Marco da Ravenna)",Marco,,Dente,Marco Dente,Marco da Ravenna,233
"Diamante, Fra",Diamante,,,Fra Diamante,,3
"Diana, Benedetto",Benedetto,,Diana,Benedetto Diana,,52 60
Donato (Donatello),Donato,,,Donato,Donatello,152 185 52
"Dï¿½rer, Albrecht",Albrecht,,Dï¿½rer,Albrecht Dï¿½rer,,232
"Ferrara, Stefano da",Stefano,,da Ferrara,Stefano da Ferrara,,56
"Ferrarese, Ercole (Ercole da Ferrara)",Ercole,,Ferrarese,Ercole Ferrarese,Ercole da Ferrara,82
"Filarete, Antonio",Antonio,,Filarete,Antonio Filarete,,56
Fivizzano,Fivizzano,,,Fivizzano,,29
"Flore, Jacobello de",Jacobello,de,Flore,Jacobello de Flore,,51 55
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",Piero,,della Francesca,Piero della Francesca,"Piero Borghese, Piero dal Borgo a San Sepolcro",216 71 82
"Francesco, Maestro",Maestro,,Francesco,Maestro Francesco,,142
"Francia, Francesco",Francesco,,Francia,Francesco Francia,,23 24 25 26 27 28 29 82
Franciabigio (Francia),Franciabigio,,,Franciabigio,Francia,170
Francione,Francione,,,Francione,,191 192
"Frate, Cecchino del",Cecchino,del,e,Fra Cecchino del e,,162
"Gaddi, Agnolo",Agnolo,,Gaddi,Agnolo Gaddi,,52 54
"Galassi, Galasso (Galasso Ferrarese)",Galasso,,Galassi,Galasso Galassi,Galasso Ferrarese,55
Galieno,Galieno,,,Galieno,,179
"Garbo, Raffaellino del",Raffaellino,del,Garbo,Raffaellino del Garbo,,175 176 177 178 179 6 9
"Gatta, Don Bartolommeo della (Abbot of S. Clemente)",Bartolommeo,,della Gatta,Don Bartolommeo della Gatta,Abbot of S. Clemente,216 217 41 82
Gherardo (of Florence),Gherardo,,,Gherardo,Gherardo of Florence,36
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,279 36 65 82
"Ghirlandajo, Ridolfo",Ridolfo,,Ghirlandajo,Ridolfo Ghirlandajo,,169 212 216 279 280 281
"Giamberti, Francesco",Francesco,,Giamberti,Francesco Giamberti,,134 191
Gian Niccola,Gian,,Niccola,Gian Niccola,,47 48
"Giocondo, Fra",Giocondo,,,Fra Giocondo,,145
Giotto,Giotto,,,Giotto,,80
Giovanni (Lo Spagna),Giovanni,,,Giovanni,Lo Spagna,46 47
"Giovanni, Maestro",Giovanni,,,Maestro Giovanni,,260
Giusto (of Padua),Giusto,,,Giusto,Giusto of Padua,51 56
"Gobbo, Andrea del",Andrea,del,Gobbo,Andrea del Gobbo,,122
"Gotti, Baccio",Baccio,,Gotti,Baccio Gotti,,280
"Granacci, Francesco (Il Granaccio)",Francesco,,Granacci,Francesco Granacci,Il Granaccio,169 186 4
"Grosso, Niccolï¿½ (Il Caparra)",Niccolï¿½,,Grosso,Niccolï¿½ Grosso,Il Caparra,268 269
"Imola, Innocenzio da (Innocenzio Francucci)",Innocenzio,,da Imola,Innocenzio da Imola,Innocenzio Francucci,170
"Indaco, Francesco dell'",Francesco,dell',Indaco,Francesco dell' Indaco,,66 67
"Indaco, Jacopo dell'",Jacopo,dell',Indaco,Jacopo dell' Indaco,,65 66 67
"Lanzilago, Maestro",Lanzilago,,,Maestro Lanzilago,,6 7
"Leno, Giuliano",Giuliano,,Leno,Giuliano Leno,,147
Liberale,Liberale,,,Liberale,,54
"Lippi, Filippo (Filippino)",Filippo,,Lippi,Filippo Lippi,Filippino,10 100 176 177 3 4 44 5 6 7 8 82 9 99
"Lippi, Fra Filippo",Filippo,,Lippi,Fra Filippo Lippi,,185 3 5 9
"Lombardo, Tullio",Tullio,,Lombardo,Tullio Lombardo,,60
Lorenzo (father of Piero di Cosimo),Lorenzo,,,Lorenzo,Lorenzo father of Piero di Cosimo,125
"Lotti, Lorenzetto (Lorenzo)",Lorenzetto,,Lotti,Lorenzetto Lotti,Lorenzo,240
"Luigi, Andrea (L' Ingegno)",Andrea,,Luigi,Andrea Luigi,L' Ingegno,47
"Maiano, Benedetto da",Benedetto,,da Maiano,Benedetto da Maiano,,151 266 267 36
"Maiano, Giuliano da",Giuliano,,da Maiano,Giuliano da Maiano,,197
"Mansueti, Giovanni",Giovanni,,Mansueti,Giovanni Mansueti,,52 59
"Mantegna, Andrea",Andrea,,Mantegna,Andrea Mantegna,,24 55 82
"Marchissi, Antonio di Giorgio",Antonio,,di Giorgio Marchissi,Antonio di Giorgio Marchissi,,36
"Marcilla, Guglielmo da (Guillaume de Marcillac)",Guglielmo,,da Marcilla,Guglielmo da Marcilla,Guillaume de Marcillac,253 254 255 256 257 258 259 260 261 262
Masaccio,Masaccio,,,Masaccio,,185 215 3
"Masini, Messer Francesco",Messer,Francesco,Masini,Messer Francesco Masini,,227
Matteo (brother of Cronaca),Matteo,,,Matteo,brother of Cronaca,275
Maturino,Maturino,,,Maturino,,83
"Mazzuoli, Francesco (Parmigiano)",Francesco,,Mazzuoli,Francesco Mazzuoli,Parmigiano,83
"Melzo, Francesco da",Francesco,,da Melzo,Francesco da Melzo,,99
"Misuroni (Misceroni), Gasparo",Gasparo,,Misuroni,Gasparo Misuroni,"Misceroni, Girolamo Misuroni",60
"Modena, Pellegrino da (Pellegrino degli Aretusi, or de' Munari)",Pellegrino,,da Modena,Pellegrino da Modena,"Pellegrino degli Aretusi, de' Munari",237
"Montagna, Bartolommeo",Bartolommeo,,Montagna,Bartolommeo Montagna,,52 60
"Monte Carlo, Bastiano da",Bastiano,,da Monte Carlo,Bastiano da Monte Carlo,,179
"Montecavallo, Antonio",Antonio,,Montecavallo,Antonio Montecavallo,,140
"Montelupo, Baccio da",Baccio,,da Montelupo,Baccio da Montelupo,,186
Montevarchi,Montevarchi,,,Montevarchi,,46
"Moreto, Niccolï¿½",Niccolï¿½,,Moreto,Niccolï¿½ Moreto,,57
"Moretto, Alessandro (Alessandro Bonvicini)",Alessandro,,Moretto,Alessandro Moretto,Alessandro Bonvicini,60
"Morzone, Giromin",Giromin,,Morzone,Giromin Morzone,,55 56
"Nunziata, Toto del",Toto,del,Nunziata,Toto del Nunziata,,280
"Oggioni, Marco",Marco,,Oggioni,Marco Oggioni,,105
"Padova, Guerriero da",Guerriero,,da Padova,Guerriero da Padova,,51 56
"Panicale, Masolino da",Masolino,,da Panicale,Masolino da Panicale,,3
"Papacello, Tommaso (or Maso)",Tommaso,,Papacello,Tommaso Papacello,Maso,76
"Paris, Domenico di",Domenico,,di Paris,Domenico di Paris,,47
"Paris, Orazio di",Orazio,,di Paris,Orazio di Paris,,47
"Pecori, Domenico",Domenico,,Pecori,Domenico Pecori,,257
"Penni, Giovan Francesco (Il Fattore)",Giovan,Francesco,Penni,Giovan Francesco Penni,Il Fattore,237 247
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",Pietro,,Perugino,Pietro Perugino,"Pietro Vannucci, Pietro da Castel della Pieve",13 15 159 169 18 210 211 212 236 242 243 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 82
"Peruzzi, Baldassarre (Baldassarre da Siena)",Baldassarre,,Peruzzi,Baldassarre Peruzzi,Baldassarre da Siena,145 146 200
Pesello,Pesello,,,Pesello,,82
Pheidias,Pheidias,,,Pheidias,,105
"Pinturicchio, Bernardino",Bernardino,,Pinturicchio,Bernardino Pinturicchio,,13 14 15 16 17 18 19 211 212 46 65
"Piombo, Fra Sebastiano Viniziano del (Sebastiano Luciani)",Sebastiano,Viniziano del,Piombo,Fra Sebastiano Viniziano del Piombo,Sebastiano Luciani,114 240 84
"Pisano, Giovanni",Giovanni,,Pisano,Giovanni Pisano,,142
"Pisano, Niccola",Niccola,,Pisano,Niccola Pisano,,142
"Pistoiese, Fra Paolo",Paolo,,Pistoiese,Fra Paolo Pistoiese,,162
"Pistoiese, Gerino (Gerino da Pistoia)",Gerino,,Pistoiese,Gerino Pistoiese,Gerino da Pistoia,18 46
"Pollaiuolo, Antonio",Antonio,,Pollaiuolo,Antonio Pollaiuolo,,265 4 81
"Pontormo, Jacopo da (Jacopo Carrucci)",Jacopo,,da Pontormo,Jacopo da Pontormo,Jacopo Carrucci,179 246 260
"Porro, Maso",Maso,,Porro,Maso Porro,,262
"Puligo, Domenico",Domenico,,Puligo,Domenico Puligo,,279 280 281 282 283
Raggio,Raggio,,,Raggio,,4
"Robbia, Luca della (the younger)",Luca,,della Robbia,Luca della Robbia,the younger,237
"Romanino, Girolamo",Girolamo,,Romanino,Girolamo Romanino,,60
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Giulio,,Romano,Giulio Romano,Giulio Pippi de' Giannuzzi,119 232 237 247 76 84
"Rosselli, Cosimo",Cosimo,,Rosselli,Cosimo Rosselli,,125 126 151 165 82
"Rosselli, Pietro",Pietro,,Rosselli,Pietro Rosselli,,159
"Rossellino, Antonio (Rossellino dal Proconsolo)",Antonio,,Rossellino,Antonio Rossellino,Rossellino dal Proconsolo,275
"Rosso, Il (Giovan Battista de' Rossi)",Il,,Rosso,Il Rosso,Giovan Battista de' Rossi,84
"Rosto (or Rosso), Giovanni",Giovanni,,Rosto,Giovanni Rosto,Rosso,46
"Rovezzano, Benedetto da",Benedetto,,da Rovezzano,Benedetto da Rovezzano,,155
"Rustici, Gabriele",Gabriele,,Rustici,Gabriele Rustici,,162
"Rustici, Giovan Francesco",Giovan,Francesco,Rustici,Giovan Francesco Rustici,,105 186
Salai,Salai,,,Salai,,99
"San Gallo, Antonio da (the elder)",Antonio,,da San Gallo,Antonio da San Gallo,the elder,145 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 254
"San Gallo, Aristotile (Bastiano) da",Aristotile,,da San Gallo,Aristotile da San Gallo,Bastiano,212
"San Gallo, Francesco da",Francesco,,da San Gallo,Francesco da San Gallo,,134 203 204
"San Gallo, Giuliano da",Giuliano,,da San Gallo,Giuliano da San Gallo,,101 134 145 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 270
"San Gimignano, Vincenzio da (Vincenzio Tamagni)",Vincenzio,,da San Gimignano,Vincenzio da San Gimignano,Vincenzio Tamagni,237
"San Giorgio, Eusebio",Eusebio,,San Giorgio,Eusebio San Giorgio,,47
"San Marco, Fra Bartolommeo di (Baccio della Porta)",Bartolommeo,,di San Marco,Fra Bartolommeo di San Marco,Baccio della Porta,151 152 153 154 155 156 157 158 159 160 161 162 165 166 167 215 244 272 82
Santi,Santi,,,Santi,,261
"Santi, Giovanni de'",Giovanni,de',Santi,Giovanni de' Santi,,210 213 249 46
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,13 143 145 146 155 156 157 158 200 201 203 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 255 28 29 44 45 46 47 82 83
"Sarto, Andrea del (Andrea d' Agnolo)",Andrea,del,Sarto,Andrea del Sarto,Andrea d' Agnolo,129 134 281 283 83
"Sassoli, Fabiano di Stagio",Fabiano,,di Stagio Sassoli,Fabiano di Stagio Sassoli,,256 257
"Sassoli, Stagio",Stagio,,Sassoli,Stagio Sassoli,,257 73
"Siena, Pastorino da",Pastorino,,da Siena,Pastorino da Siena,,262
"Signorelli, Luca (Luca da Cortona)",Luca,,Signorelli,Luca Signorelli,Luca da Cortona,216 261 71 72 73 74 75 76 82
Simone,Simone,,,Simone,,55
"Soggi, Niccolï¿½",Niccolï¿½,,Soggi,Niccolï¿½ Soggi,,186
"Spadari, Benedetto",Benedetto,,Spadari,Benedetto Spadari,,262
"Spagnuolo, Alonzo (Alonzo Berughetta)",Alonzo,,Spagnuolo,Alonzo Spagnuolo,Alonzo Berughetta,8
"Squarcione, Jacopo",Jacopo,,Squarcione,Jacopo Squarcione,,56
Tommaso,Tommaso,,,Tommaso,,76
Torrigiano,Torrigiano,,,Torrigiano,,183 184 185 186 187 188
"Trevio, Bernardino da (Bernardino Zenale)",Bernardino,,da Trevio,Bernardino da Trevio,Bernardino Zenale,138
"Turbido, Francesco (Il Moro)",Francesco,,Turbido,Francesco Turbido,Il Moro,61
"Ubertini, Francesco (Francesco d' Albertino, or Il Bacchiacca)",Francesco,,Ubertini,Francesco Ubertini,"Francesco d' Albertino, Il Bacchiacca",46
"Ubertino, Baccio",Baccio,,Ubertino,Baccio Ubertino,,46
"Uccello, Paolo",Paolo,,Uccello,Paolo Uccello,,185 246
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",Giovanni,,da Udine,Giovanni da Udine,"Giovanni Nanni, de' Ricamatori",237 239
"Urbino, Bramante da",Bramante,,da Urbino,Bramante da Urbino,,137 138 139 140 141 142 143 144 145 146 147 148 199 200 201 202 216 217 223 232 237 254
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Perino,del,Vaga,Perino del Vaga,"Perino Buonaccorsi, de' Ceri",237 254 84
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,113 118 13 132 138 143 161 170 175 187 262 46 58 6 67 90 91 95
"Vasari, Lazzaro (the elder)",Lazzaro,,Vasari,Lazzaro Vasari,the elder,71 82
"Vecelli, Tiziano (Tiziano da Cadore)",Tiziano,,Vecelli,Tiziano Vecelli,Tiziano da Cadore,114
Ventura,Ventura,,,Ventura,,147 148
"Verchio, Vincenzio",Vincenzio,,Verchio,Vincenzio Verchio,,60
"Verona, Fra Giovanni da",Giovanni,,da Verona,Fra Giovanni da Verona,,222
"Verona, Paolo da",Paolo,,da Verona,Paolo da Verona,,179
"Verona, Sebeto da",Sebeto,,da Verona,Sebeto da Verona,,51 55
"Veronese, Stefano (Stefano da Zevio)",Stefano,,Veronese,Stefano Veronese,Stefano da Zevio,51 52 53 54
"Verrocchio, Andrea",Andrea,,Verrocchio,Andrea Verrocchio,,112 35 39 81 90 92
"Vinci, Leonardo da",Leonardo,,da Vinci,Leonardo da Vinci,,100 101 102 103 104 105 109 127 138 151 156 196 212 215 242 270 44 82 85 89 90 91 92 93 94 95 96 97 98 99
Visino,Visino,,,Visino,,170 171
Vitruvius,Vitruvius,,,Vitruvius,,138 205 266 48 75
"Vivarini, Bartolommeo",Bartolommeo,,Vivarini,Bartolommeo Vivarini,,52 59
"Vivarino, Luigi",Luigi,,Vivarino,Luigi Vivarino,,52
"Zeno, Maestro",Zeno,,,Maestro Zeno,,60
Zeuxis,Zeuxis,,,Zeuxis,,82 83
"Zevio, Aldigieri (Altichiero) da",Aldigieri,,da Zevio,Aldigieri da Zevio,Altichiero,51 54 55
"Zoppo, Rocco",Rocco,,Zoppo,Rocco Zoppo,,46
