id,first_name,middle_name,surname,full_name,alias,pages
"Fei, Alessandro di Vincenzio (Alessandro del Barbiere)",Alessandro,,di Vincenzio Fei,Alessandro di Vincenzio Fei,Alessandro del Barbiere,20
"Fiammeri, Battista di Benedetto",Battista,,di Benedetto Fiammeri,Battista di Benedetto Fiammeri,,23
"Flori, Bastiano",Bastiano,,Flori,Bastiano Flori,,187 196
"Fontana, Prospero",Prospero,,Fontana,Prospero Fontana,,20
"Fortori, Alessandro",Alessandro,,Fortori,Alessandro Fortori,,20
"Foschi, Fra Salvadore",Salvadore,,Foschi,Fra Salvadore Foschi,,196
Gaddi family,Gaddi,,family,Gaddi family,,47
"Genga, Girolamo",Girolamo,,Genga,Girolamo Genga,,33
"Gherardi, Cristofano (Doceno)",Cristofano,,Gherardi,Cristofano Gherardi,Doceno,183 187 208
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",Lorenzo,,Ghiberti,Lorenzo Ghiberti,"Lorenzo di Bartoluccio Ghiberti, Lorenzo di Cione Ghiberti",222 47
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,222
"Ghirlandajo, Michele di Ridolfo",Michele,,di Ridolfo Ghirlandajo,Michele di Ridolfo Ghirlandajo,", Ridolfo Ghirlandajo",15
Giotto,Giotto,,,Giotto,,191 221 222 47
"Gozzoli, Benozzo",Benozzo,,Gozzoli,Benozzo Gozzoli,,47
"Lamberto, Federigo di (Federigo Fiammingo, or Del Padovano)",Federigo,,di Lamberto,Federigo di Lamberto,"Federigo Fiammingo, Del Padovano",16
"Lancia, Baldassarre",Baldassarre,,Lancia,Baldassarre Lancia,,33
"Lancia, Pompilio",Pompilio,,Lancia,Pompilio Lancia,,33
"Lastricati, Zanobi",Zanobi,,Lastricati,Zanobi Lastricati,,33
"Lippi, Fra Filippo",Filippo,,Lippi,Fra Filippo Lippi,,47
"Lorenzi, Antonio di Gino",Antonio,,di Gino Lorenzi,Antonio di Gino Lorenzi,,30
"Lorenzi, Battista (Battista del Cavaliere)",Battista,,Lorenzi,Battista Lorenzi,Battista del Cavaliere,31
"Lorenzi, Stoldo di Gino",Stoldo,,di Gino Lorenzi,Stoldo di Gino Lorenzi,,30 31
"Macchietti, Girolamo (Girolamo del Crocifissaio)",Girolamo,,Macchietti,Girolamo Macchietti,Girolamo del Crocifissaio,15 16
Manno,Manno,,,Manno,,173
"Manzuoli, Maso (Tommaso da San Friano)",Maso,,Manzuoli,Maso Manzuoli,Tommaso da San Friano,15
"Marchetti, Marco (Marco da Faenza)",Marco,,Marchetti,Marco Marchetti,Marco da Faenza,20
"Marcilla, Guglielmo da (Guillaume de Marcillac)",Guglielmo,,da Marcilla,Guglielmo da Marcilla,Guillaume de Marcillac,172
Martino (pupil of Montorsoli),Martino,,,Martino,pupil of Montorsoli,23
Masaccio,Masaccio,,,Masaccio,,47
"Minga, Andrea del",Andrea,del,Minga,Andrea del Minga,,15
"Montorsoli, Fra Giovanni Agnolo",Giovanni,Agnolo,Montorsoli,Fra Giovanni Agnolo Montorsoli,,23 33 9
"Morandini, Francesco (Francesco da Poppi)",Francesco,,Morandini,Francesco Morandini,Francesco da Poppi,14
"Moschino, Francesco",Francesco,,Moschino,Francesco Moschino,,32
"Naldini, Battista",Battista,,Naldini,Battista Naldini,,14 15
"Pagni, Benedetto (Benedetto da Pescia)",Benedetto,,Pagni,Benedetto Pagni,Benedetto da Pescia,9
"Palladio, Andrea",Andrea,,Palladio,Andrea Palladio,,20
Parrhasius,Parrhasius,,,Parrhasius,,200
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",Pietro,,Perugino,Pietro Perugino,"Pietro Vannucci, Pietro da Castel della Pieve",192
"Peruzzi, Baldassarre (Baldassarre da Siena)",Baldassarre,,Peruzzi,Baldassarre Peruzzi,Baldassarre da Siena,174
"Pieri, Stefano",Stefano,,Pieri,Stefano Pieri,,14
"Poggini, Domenico",Domenico,,Poggini,Domenico Poggini,,32 33
"Pontormo, Jacopo da (Jacopo Carrucci)",Jacopo,,da Pontormo,Jacopo da Pontormo,Jacopo Carrucci,10 12 13 14 176 177 3 4 47 5 7 8 9
"Porfirio, Bernardino di",Bernardino,,di Porfirio,Bernardino di Porfirio,,17
"Porta, Giuseppe (Giuseppe del Salviati)",Giuseppe,,Porta,Giuseppe Porta,Giuseppe del Salviati,20
"Porta, Orazio",Orazio,,Porta,Orazio Porta,,20
"Portelli, Carlo (Carlo da Loro)",Carlo,,Portelli,Carlo Portelli,Carlo da Loro,15
Praxiteles,Praxiteles,,,Praxiteles,,47
Protogenes,Protogenes,,,Protogenes,,200
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Giulio,,Romano,Giulio Romano,Giulio Pippi de' Giannuzzi,187 9
"Rossi, Vincenzio de'",Vincenzio,de',Rossi,Vincenzio de' Rossi,,23 24
"Rosso, Il (Giovan Battista de' Rossi)",Il,,Rosso,Il Rosso,Giovan Battista de' Rossi,172 47
Roviale,Roviale,,,Roviale,,196
"Ruspoli, Ilarione",Ilarione,,Ruspoli,Ilarione Ruspoli,,24
"Rustici, Giovan Francesco",Giovan,Francesco,Rustici,Giovan Francesco Rustici,,47
"Sabatini, Lorenzo",Lorenzo,,Sabatini,Lorenzo Sabatini,,20
"Salincorno, Mirabello di (Mirabello Cavalori)",Mirabello,,di Salincorno,Mirabello di Salincorno,Mirabello Cavalori,15 16
"Salviati, Francesco (Francesco de' Rossi)",Francesco,,Salviati,Francesco Salviati,Francesco de' Rossi,171 174 219 47 7
"San Gallo, Antonio da (the younger)",Antonio,,da San Gallo,Antonio da San Gallo,the younger,47
"San Gallo, Francesco da",Francesco,,da San Gallo,Francesco da San Gallo,,22 23
"San Gallo, Giuliano da",Giuliano,,da San Gallo,Giuliano da San Gallo,,22 23
"Sandro, Pier Francesco di Jacopo di",Pier,Francesco,di Jacopo di Sandro,Pier Francesco di Jacopo di Sandro,,15
"Sansovino, Jacopo (Jacopo Tatti)",Jacopo,,Sansovino,Jacopo Sansovino,Jacopo Tatti,23
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,174 180 181 192 211 222
"Sarto, Andrea del (Andrea d' Agnolo)",Andrea,del,Sarto,Andrea del Sarto,Andrea d' Agnolo,172 47
"Sciorini, Lorenzo (Lorenzo della Sciorina)",Lorenzo,,Sciorini,Lorenzo Sciorini,Lorenzo della Sciorina,14
"Settignano, Desiderio da",Desiderio,,da Settignano,Desiderio da Settignano,,47
"Signorelli, Luca (Luca da Cortona)",Luca,,Signorelli,Luca Signorelli,Luca da Cortona,171
"Straet, Jan van der (Giovanni Strada)",Jan,van der,Straet,Jan van der Straet,Giovanni Strada,18 19
"Tasso, Battista del",Battista,del,Tasso,Battista del Tasso,,208 210
"Tintoretto, Jacopo (Jacopo Robusti)",Jacopo,,Tintoretto,Jacopo Tintoretto,Jacopo Robusti,20
"Titi, Santi",Santi,,Titi,Santi Titi,,19 20
"Treviso, Girolamo da (Girolamo Trevigi)",Girolamo,,da Treviso,Girolamo da Treviso,Girolamo Trevigi,184
Tribolo (Niccolï¿½),Tribolo,,,Tribolo,Niccolï¿½,176 177 30 5
"Ubertini, Francesco (Francesco d' Albertino, or Il Bacchiacca)",Francesco,,Ubertini,Francesco Ubertini,"Francesco d' Albertino, Il Bacchiacca",8
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",Giovanni,,da Udine,Giovanni da Udine,"Giovanni Nanni, de' Ricamatori",176
"Urbino, Giulio da",Giulio,,da Urbino,Giulio da Urbino,,17
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Perino,del,Vaga,Perino del Vaga,"Perino Buonaccorsi, de' Ceri",47
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,13 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220
"Vecelli, Tiziano (Tiziano da Cadore)",Tiziano,,Vecelli,Tiziano Vecelli,Tiziano da Cadore,187 20
"Veltroni, Stefano",Stefano,,Veltroni,Stefano Veltroni,,20
"Verrocchio, Andrea",Andrea,,Verrocchio,Andrea Verrocchio,,47
"Verrocchio, Tommaso del",Tommaso,del,Verrocchio,Tommaso del Verrocchio,,20
"Vincenzio, Fra Giovanni",Giovanni,,Vincenzio,Fra Giovanni Vincenzio,,33
"Vinci, Leonardo da",Leonardo,,da Vinci,Leonardo da Vinci,,47
"Vittoria, Alessandro",Alessandro,,Vittoria,Alessandro Vittoria,,20
Zeuxis,Zeuxis,,,Zeuxis,,200
"Zucchero, Federigo",Federigo,,Zucchero,Federigo Zucchero,,20
"Zucchi, Jacopo",Jacopo,,Zucchi,Jacopo Zucchi,,19
