"instance_id","rdf:type","rdfs:label","viewsari:involves","viewsari:involves_2","prov:wasGeneratedBy"
"viewsari:cooccurrence_sar-ung_1","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Unghero, Nanni, Vol. 7, Para. 2","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:unghero-nanni","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-tri_1","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Tribolo (Niccolò), Vol. 7, Para. 2","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-tri_1","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Tribolo (Niccolò), Vol. 7, Para. 3","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_con-tri_1","viewsari:cooccurrence","Co-occurrence of Contucci, Andrea (Andrea Sansovino) and Tribolo (Niccolò), Vol. 7, Para. 8","viewsari:contucci-andrea-andrea-sansovino","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-tri_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Tribolo (Niccolò), Vol. 7, Para. 38","viewsari:buonarroti-michelagnolo","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_tri-vas_1","viewsari:cooccurrence","Co-occurrence of Tribolo (Niccolò) and Vasari, Giorgio, Vol. 7, Para. 11","viewsari:tribolo-niccol","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-vas_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Vasari, Giorgio, Vol. 7, Para. 128","viewsari:buonarroti-michelagnolo","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-tri_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Tribolo (Niccolò), Vol. 7, Para. 33","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-tri_1","viewsari:cooccurrence","Co-occurrence of San Gallo, Aristotile (Bastiano) da and Tribolo (Niccolò), Vol. 7, Para. 36","viewsari:san-gallo-aristotile-bastiano-da","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_tas-tri_1","viewsari:cooccurrence","Co-occurrence of Tasso, Battista del and Tribolo (Niccolò), Vol. 7, Para. 37","viewsari:tasso-battista-del","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-tas_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Tasso, Battista del, Vol. 7, Para. 37","viewsari:donato-donatello","viewsari:tasso-battista-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-tri_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Tribolo (Niccolò), Vol. 7, Para. 37","viewsari:donato-donatello","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pon-tri_1","viewsari:cooccurrence","Co-occurrence of Pontormo, Jacopo da (Jacopo Carrucci) and Tribolo (Niccolò), Vol. 7, Para. 37","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pon-tas_1","viewsari:cooccurrence","Co-occurrence of Pontormo, Jacopo da (Jacopo Carrucci) and Tasso, Battista del, Vol. 7, Para. 37","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:tasso-battista-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-vin_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Vinci, Pierino (Piero) da, Vol. 7, Para. 47","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:vinci-pierino-piero-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_tri-vin_1","viewsari:cooccurrence","Co-occurrence of Tribolo (Niccolò) and Vinci, Pierino (Piero) da, Vol. 7, Para. 48","viewsari:tribolo-niccol","viewsari:vinci-pierino-piero-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_vin-vin_1","viewsari:cooccurrence","Co-occurrence of Vinci, Leonardo da and Vinci, Pierino (Piero) da, Vol. 7, Para. 50","viewsari:vinci-leonardo-da","viewsari:vinci-pierino-piero-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-viv_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Viviano, Michelagnolo di, Vol. 7, Para. 66","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:viviano-michelagnolo-di","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-bud_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Buda, Girolamo del, Vol. 7, Para. 67","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:buda-girolamo-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-buo_2","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Buonarroti, Michelagnolo, Vol. 7, Para. 69","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-viv_2","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Viviano, Michelagnolo di, Vol. 7, Para. 69","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:viviano-michelagnolo-di","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-vin_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Vinci, Leonardo da, Vol. 7, Para. 69","viewsari:buonarroti-michelagnolo","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_viv-vin_1","viewsari:cooccurrence","Co-occurrence of Viviano, Michelagnolo di and Vinci, Leonardo da, Vol. 7, Para. 69","viewsari:viviano-michelagnolo-di","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-vin_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Vinci, Leonardo da, Vol. 7, Para. 69","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-buo_3","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Buonarroti, Michelagnolo, Vol. 7, Para. 125","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-sar_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 7, Para. 71","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-con_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Contucci, Andrea (Andrea Sansovino), Vol. 7, Para. 76","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:contucci-andrea-andrea-sansovino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-pil_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Piloto, Vol. 7, Para. 86","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:piloto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-pra_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Prato, Francesco di Girolamo dal, Vol. 7, Para. 91","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:prato-francesco-di-girolamo-dal","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pra-viv_1","viewsari:cooccurrence","Co-occurrence of Prato, Francesco di Girolamo dal and Viviano, Michelagnolo di, Vol. 7, Para. 91","viewsari:prato-francesco-di-girolamo-dal","viewsari:viviano-michelagnolo-di","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-lom_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Lombardi, Alfonso, Vol. 7, Para. 98","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:lombardi-alfonso","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-set_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Settignano, Solosmeo da (Antonio di Giovanni), Vol. 7, Para. 102","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:settignano-solosmeo-da-antonio-di-giovanni","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_agn-ban_3","viewsari:cooccurrence","Co-occurrence of Agnolo, Giuliano di Baccio d' and Bandinelli, Baccio (Baccio de' Brandini), Vol. 7, Para. 108","viewsari:agnolo-giuliano-di-baccio-d","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-cel_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Cellini, Benvenuto, Vol. 7, Para. 123","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:cellini-benvenuto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ros_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Rossi, Vincenzio de', Vol. 7, Para. 120","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:rossi-vincenzio-de","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ban_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Bandinelli, Clemente, Vol. 7, Para. 121","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:bandinelli-clemente","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ban_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Bandinelli, Baccio (Baccio de' Brandini), Vol. 7, Para. 121","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ban_2","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Bandinelli, Clemente, Vol. 7, Para. 121","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:bandinelli-clemente","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ban_3","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Bandinelli, Clemente, Vol. 7, Para. 121","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:bandinelli-clemente","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-ban_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Clemente and Bandinelli, Clemente, Vol. 7, Para. 121","viewsari:bandinelli-clemente","viewsari:bandinelli-clemente","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_amm-cel_1","viewsari:cooccurrence","Co-occurrence of Ammanati, Bartolommeo and Cellini, Benvenuto, Vol. 7, Para. 130","viewsari:ammanati-bartolommeo","viewsari:cellini-benvenuto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cel-vas_1","viewsari:cooccurrence","Co-occurrence of Cellini, Benvenuto and Vasari, Giorgio, Vol. 7, Para. 128","viewsari:cellini-benvenuto","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-cel_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Cellini, Benvenuto, Vol. 7, Para. 128","viewsari:buonarroti-michelagnolo","viewsari:cellini-benvenuto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_amm-vas_1","viewsari:cooccurrence","Co-occurrence of Ammanati, Bartolommeo and Vasari, Giorgio, Vol. 7, Para. 128","viewsari:ammanati-bartolommeo","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_amm-buo_1","viewsari:cooccurrence","Co-occurrence of Ammanati, Bartolommeo and Buonarroti, Michelagnolo, Vol. 7, Para. 128","viewsari:ammanati-bartolommeo","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-buo_2","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Buonarroti, Michelagnolo, Vol. 7, Para. 134","viewsari:bugiardini-giuliano","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_alb-bug_1","viewsari:cooccurrence","Co-occurrence of Albertinelli, Mariotto and Bugiardini, Giuliano, Vol. 7, Para. 137","viewsari:albertinelli-mariotto","viewsari:bugiardini-giuliano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-tri_1","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Tribolo (Niccolò), Vol. 7, Para. 142","viewsari:bugiardini-giuliano","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-tri_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Tribolo (Niccolò), Vol. 7, Para. 142","viewsari:buonarroti-michelagnolo","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-tri_2","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Tribolo (Niccolò), Vol. 7, Para. 142","viewsari:bugiardini-giuliano","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-buo_3","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Buonarroti, Michelagnolo, Vol. 7, Para. 142","viewsari:bugiardini-giuliano","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-buo_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Buonarroti, Michelagnolo, Vol. 7, Para. 142","viewsari:buonarroti-michelagnolo","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-bug_1","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Bugiardini, Giuliano, Vol. 7, Para. 142","viewsari:bugiardini-giuliano","viewsari:bugiardini-giuliano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bug-buo_4","viewsari:cooccurrence","Co-occurrence of Bugiardini, Giuliano and Buonarroti, Michelagnolo, Vol. 7, Para. 142","viewsari:bugiardini-giuliano","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bro-bug_1","viewsari:cooccurrence","Co-occurrence of Bronzino, Agnolo and Bugiardini, Giuliano, Vol. 7, Para. 145","viewsari:bronzino-agnolo","viewsari:bugiardini-giuliano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_col-rom_1","viewsari:cooccurrence","Co-occurrence of Colle, Raffaello dal (Raffaello dal Borgo) and Romano, Giulio (Giulio Pippi de' Giannuzzi), Vol. 7, Para. 146","viewsari:colle-raffaello-dal-raffaello-dal-borgo","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-rom_4","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Romano, Giulio (Giulio Pippi de' Giannuzzi), Vol. 7, Para. 146","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cun-ghe_1","viewsari:cooccurrence","Co-occurrence of Cungi, Battista and Gherardi, Cristofano (Doceno), Vol. 7, Para. 153","viewsari:cungi-battista","viewsari:gherardi-cristofano-doceno","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghe-vel_1","viewsari:cooccurrence","Co-occurrence of Gherardi, Cristofano (Doceno) and Veltroni, Stefano, Vol. 7, Para. 156","viewsari:gherardi-cristofano-doceno","viewsari:veltroni-stefano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghe-pag_1","viewsari:cooccurrence","Co-occurrence of Gherardi, Cristofano (Doceno) and Pagani, Lattanzio, Vol. 7, Para. 159","viewsari:gherardi-cristofano-doceno","viewsari:pagani-lattanzio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mar-pon_1","viewsari:cooccurrence","Co-occurrence of Martino, Bartolommeo di Jacopo di and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 186","viewsari:martino-bartolommeo-di-jacopo-di","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pon-sar_2","viewsari:cooccurrence","Co-occurrence of Pontormo, Jacopo da (Jacopo Carrucci) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 7, Para. 187","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_alb-pon_1","viewsari:cooccurrence","Co-occurrence of Albertinelli, Mariotto and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 187","viewsari:albertinelli-mariotto","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_alb-sar_1","viewsari:cooccurrence","Co-occurrence of Albertinelli, Mariotto and Sarto, Andrea del (Andrea d' Agnolo), Vol. 7, Para. 187","viewsari:albertinelli-mariotto","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bro-pon_1","viewsari:cooccurrence","Co-occurrence of Bronzino, Agnolo and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 239","viewsari:bronzino-agnolo","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bro-ros_1","viewsari:cooccurrence","Co-occurrence of Bronzino, Agnolo and Rosso, Il (Giovan Battista de' Rossi), Vol. 7, Para. 188","viewsari:bronzino-agnolo","viewsari:rosso-il-giovan-battista-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bro-cos_1","viewsari:cooccurrence","Co-occurrence of Bronzino, Agnolo and Cosimo, Andrea di (Andrea di Cosimo Feltrini), Vol. 7, Para. 188","viewsari:bronzino-agnolo","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bro-sar_1","viewsari:cooccurrence","Co-occurrence of Bronzino, Agnolo and Sarto, Andrea del (Andrea d' Agnolo), Vol. 7, Para. 188","viewsari:bronzino-agnolo","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pon-ros_1","viewsari:cooccurrence","Co-occurrence of Pontormo, Jacopo da (Jacopo Carrucci) and Rosso, Il (Giovan Battista de' Rossi), Vol. 7, Para. 188","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:rosso-il-giovan-battista-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-pon_1","viewsari:cooccurrence","Co-occurrence of Cosimo, Andrea di (Andrea di Cosimo Feltrini) and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 189","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-pon_3","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 189","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-ros_1","viewsari:cooccurrence","Co-occurrence of Cosimo, Andrea di (Andrea di Cosimo Feltrini) and Rosso, Il (Giovan Battista de' Rossi), Vol. 7, Para. 188","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:rosso-il-giovan-battista-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-ros_1","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Rosso, Il (Giovan Battista de' Rossi), Vol. 7, Para. 188","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:rosso-il-giovan-battista-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-pon_2","viewsari:cooccurrence","Co-occurrence of Cosimo, Andrea di (Andrea di Cosimo Feltrini) and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 189","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-cos_1","viewsari:cooccurrence","Co-occurrence of Cosimo, Andrea di (Andrea di Cosimo Feltrini) and Cosimo, Andrea di (Andrea di Cosimo Feltrini), Vol. 7, Para. 189","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-sar_1","viewsari:cooccurrence","Co-occurrence of Cosimo, Andrea di (Andrea di Cosimo Feltrini) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 7, Para. 189","viewsari:cosimo-andrea-di-andrea-di-cosimo-feltrini","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_d-r-pon_1","viewsari:cooccurrence","Co-occurrence of Dòrer, Albrecht and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 216","viewsari:d-rer-albrecht","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-pon_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Pontormo, Jacopo da (Jacopo Carrucci), Vol. 7, Para. 234","viewsari:buonarroti-michelagnolo","viewsari:pontormo-jacopo-da-jacopo-carrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cio-con_1","viewsari:cooccurrence","Co-occurrence of Cioli, Simone and Contucci, Andrea (Andrea Sansovino), Vol. 7, Para. 254","viewsari:cioli-simone","viewsari:contucci-andrea-andrea-sansovino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cio-mos_1","viewsari:cooccurrence","Co-occurrence of Cioli, Simone and Mosca, Simone, Vol. 7, Para. 254","viewsari:cioli-simone","viewsari:mosca-simone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_con-mos_1","viewsari:cooccurrence","Co-occurrence of Contucci, Andrea (Andrea Sansovino) and Mosca, Simone, Vol. 7, Para. 254","viewsari:contucci-andrea-andrea-sansovino","viewsari:mosca-simone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mos-san_1","viewsari:cooccurrence","Co-occurrence of Mosca, Simone and San Gallo, Antonio da (the younger), Vol. 7, Para. 255","viewsari:mosca-simone","viewsari:san-gallo-antonio-da-the-younger","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-mos_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Mosca, Simone, Vol. 7, Para. 260","viewsari:buonarroti-michelagnolo","viewsari:mosca-simone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mos-mos_1","viewsari:cooccurrence","Co-occurrence of Mosca, Simone and Moschino, Francesco, Vol. 7, Para. 261","viewsari:mosca-simone","viewsari:moschino-francesco","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gen-sig_1","viewsari:cooccurrence","Co-occurrence of Genga, Girolamo and Signorelli, Luca (Luca da Cortona), Vol. 7, Para. 264","viewsari:genga-girolamo","viewsari:signorelli-luca-luca-da-cortona","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gen-men_1","viewsari:cooccurrence","Co-occurrence of Genga, Girolamo and Menzochi, Francesco (Francesco da Forlò), Vol. 7, Para. 276","viewsari:genga-girolamo","viewsari:menzochi-francesco-francesco-da-forl","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gen-sal_1","viewsari:cooccurrence","Co-occurrence of Genga, Girolamo and Salviati, Francesco (Francesco de' Rossi), Vol. 7, Para. 276","viewsari:genga-girolamo","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gen-gen_1","viewsari:cooccurrence","Co-occurrence of Genga, Bartolommeo and Genga, Girolamo, Vol. 7, Para. 282","viewsari:genga-bartolommeo","viewsari:genga-girolamo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-san_1","viewsari:cooccurrence","Co-occurrence of San Michele, Matteo and San Michele, Michele, Vol. 7, Para. 294","viewsari:san-michele-matteo","viewsari:san-michele-michele","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_per-san_2","viewsari:cooccurrence","Co-occurrence of Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 7, Para. 338","viewsari:perugino-pietro-pietro-vannucci-or-pietro-da-castel-della-pieve","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_per-san_1","viewsari:cooccurrence","Co-occurrence of Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve) and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 1","viewsari:perugino-pietro-pietro-vannucci-or-pietro-da-castel-della-pieve","viewsari:san-gallo-aristotile-bastiano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-per_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Ridolfo and Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve), Vol. 8, Para. 1","viewsari:ghirlandajo-ridolfo","viewsari:perugino-pietro-pietro-vannucci-or-pietro-da-castel-della-pieve","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-per_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve), Vol. 8, Para. 1","viewsari:buonarroti-michelagnolo","viewsari:perugino-pietro-pietro-vannucci-or-pietro-da-castel-della-pieve","viewsari:cooccurrence_extraction_run_1"
