"instance_id","rdf:type","rdfs:label","viewsari:involves","viewsari:involves_2","prov:wasGeneratedBy"
"viewsari:cooccurrence_ghi-san_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Ridolfo and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 1","viewsari:ghirlandajo-ridolfo","viewsari:san-gallo-aristotile-bastiano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 1","viewsari:buonarroti-michelagnolo","viewsari:san-gallo-aristotile-bastiano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ghi_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ghirlandajo, Ridolfo, Vol. 8, Para. 1","viewsari:buonarroti-michelagnolo","viewsari:ghirlandajo-ridolfo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-san_1","viewsari:cooccurrence","Co-occurrence of San Gallo, Aristotile (Bastiano) da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 5","viewsari:san-gallo-aristotile-bastiano-da","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-sar_1","viewsari:cooccurrence","Co-occurrence of San Gallo, Aristotile (Bastiano) da and Sarto, Andrea del (Andrea d' Agnolo), Vol. 8, Para. 6","viewsari:san-gallo-aristotile-bastiano-da","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-san_1","viewsari:cooccurrence","Co-occurrence of San Gallo, Antonio da (the younger) and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 13","viewsari:san-gallo-antonio-da-the-younger","viewsari:san-gallo-aristotile-bastiano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-vag_1","viewsari:cooccurrence","Co-occurrence of San Gallo, Aristotile (Bastiano) da and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 8, Para. 14","viewsari:san-gallo-aristotile-bastiano-da","viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_jac-san_1","viewsari:cooccurrence","Co-occurrence of Jacone (Jacopo) and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 17","viewsari:jacone-jacopo","viewsari:san-gallo-aristotile-bastiano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_jac-pil_1","viewsari:cooccurrence","Co-occurrence of Jacone (Jacopo) and Piloto, Vol. 8, Para. 20","viewsari:jacone-jacopo","viewsari:piloto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-ube_1","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Ubertini, Francesco (Francesco d' Albertino, or Il Bacchiacca), Vol. 8, Para. 23","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:ubertini-francesco-francesco-d-albertino-or-il-bacchiacca","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_boc-gar_1","viewsari:cooccurrence","Co-occurrence of Boccaccino, Boccaccio and Garofalo, Benvenuto (Benvenuto Tisi), Vol. 8, Para. 26","viewsari:boccaccino-boccaccio","viewsari:garofalo-benvenuto-benvenuto-tisi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cos-gar_1","viewsari:cooccurrence","Co-occurrence of Costa, Lorenzo and Garofalo, Benvenuto (Benvenuto Tisi), Vol. 8, Para. 27","viewsari:costa-lorenzo","viewsari:garofalo-benvenuto-benvenuto-tisi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gar-san_1","viewsari:cooccurrence","Co-occurrence of Garofalo, Benvenuto (Benvenuto Tisi) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 29","viewsari:garofalo-benvenuto-benvenuto-tisi","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_car-gar_1","viewsari:cooccurrence","Co-occurrence of Carpi, Girolamo da (Girolamo da Ferrara) and Garofalo, Benvenuto (Benvenuto Tisi), Vol. 8, Para. 38","viewsari:carpi-girolamo-da-girolamo-da-ferrara","viewsari:garofalo-benvenuto-benvenuto-tisi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_car-cor_1","viewsari:cooccurrence","Co-occurrence of Carpi, Girolamo da (Girolamo da Ferrara) and Correggio, Antonio da, Vol. 8, Para. 38","viewsari:carpi-girolamo-da-girolamo-da-ferrara","viewsari:correggio-antonio-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cor-gar_1","viewsari:cooccurrence","Co-occurrence of Correggio, Antonio da and Garofalo, Benvenuto (Benvenuto Tisi), Vol. 8, Para. 38","viewsari:correggio-antonio-da","viewsari:garofalo-benvenuto-benvenuto-tisi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_car-dos_1","viewsari:cooccurrence","Co-occurrence of Carpi, Girolamo da (Girolamo da Ferrara) and Dossi, Dosso, Vol. 8, Para. 43","viewsari:carpi-girolamo-da-girolamo-da-ferrara","viewsari:dossi-dosso","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_car-vec_1","viewsari:cooccurrence","Co-occurrence of Carpi, Girolamo da (Girolamo da Ferrara) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 43","viewsari:carpi-girolamo-da-girolamo-da-ferrara","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_dos-vec_1","viewsari:cooccurrence","Co-occurrence of Dossi, Dosso and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 43","viewsari:dossi-dosso","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_maz-rom_1","viewsari:cooccurrence","Co-occurrence of Mazzuoli, Francesco (Parmigiano) and Romano, Giulio (Giulio Pippi de' Giannuzzi), Vol. 8, Para. 54","viewsari:mazzuoli-francesco-parmigiano","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_maz-rom_1","viewsari:cooccurrence","Co-occurrence of Mazzuoli, Girolamo and Romano, Giulio (Giulio Pippi de' Giannuzzi), Vol. 8, Para. 54","viewsari:mazzuoli-girolamo","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rom-vit_1","viewsari:cooccurrence","Co-occurrence of Romano, Giulio (Giulio Pippi de' Giannuzzi) and Vitruvius, Vol. 8, Para. 56","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:vitruvius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rom-vin_1","viewsari:cooccurrence","Co-occurrence of Romano, Giulio (Giulio Pippi de' Giannuzzi) and Vinci, Leonardo da, Vol. 8, Para. 59","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bem-mel_1","viewsari:cooccurrence","Co-occurrence of Bembi, Bonifazio and Melone, Altobello da, Vol. 8, Para. 60","viewsari:bembi-bonifazio","viewsari:melone-altobello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_lic-mel_1","viewsari:cooccurrence","Co-occurrence of Licinio, Giovanni Antonio (Cuticello, or Pordenone) and Melone, Altobello da, Vol. 8, Para. 60","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:melone-altobello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_boc-mel_1","viewsari:cooccurrence","Co-occurrence of Boccaccino, Boccaccio and Melone, Altobello da, Vol. 8, Para. 60","viewsari:boccaccino-boccaccio","viewsari:melone-altobello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_boc-mel_1","viewsari:cooccurrence","Co-occurrence of Boccaccino, Camillo and Melone, Altobello da, Vol. 8, Para. 60","viewsari:boccaccino-camillo","viewsari:melone-altobello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bem-lic_1","viewsari:cooccurrence","Co-occurrence of Bembi, Bonifazio and Licinio, Giovanni Antonio (Cuticello, or Pordenone), Vol. 8, Para. 60","viewsari:bembi-bonifazio","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bem-boc_1","viewsari:cooccurrence","Co-occurrence of Bembi, Bonifazio and Boccaccino, Boccaccio, Vol. 8, Para. 60","viewsari:bembi-bonifazio","viewsari:boccaccino-boccaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bem-boc_1","viewsari:cooccurrence","Co-occurrence of Bembi, Bonifazio and Boccaccino, Camillo, Vol. 8, Para. 60","viewsari:bembi-bonifazio","viewsari:boccaccino-camillo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_boc-lic_1","viewsari:cooccurrence","Co-occurrence of Boccaccino, Boccaccio and Licinio, Giovanni Antonio (Cuticello, or Pordenone), Vol. 8, Para. 60","viewsari:boccaccino-boccaccio","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_boc-lic_1","viewsari:cooccurrence","Co-occurrence of Boccaccino, Camillo and Licinio, Giovanni Antonio (Cuticello, or Pordenone), Vol. 8, Para. 60","viewsari:boccaccino-camillo","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_lic-soi_1","viewsari:cooccurrence","Co-occurrence of Licinio, Giovanni Antonio (Cuticello, or Pordenone) and Soiaro, Bernardo (Bernardo de' Gatti), Vol. 8, Para. 61","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:soiaro-bernardo-bernardo-de-gatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rom-san_1","viewsari:cooccurrence","Co-occurrence of Romanino, Girolamo and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 77","viewsari:romanino-girolamo","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bra-urb_1","viewsari:cooccurrence","Co-occurrence of Bramantino (Bartolommeo Suardi) and Urbino, Bramante da, Vol. 8, Para. 84","viewsari:bramantino-bartolommeo-suardi","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-ghi_2","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, David and Ghirlandajo, Domenico, Vol. 8, Para. 95","viewsari:ghirlandajo-david","viewsari:ghirlandajo-domenico","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-ghi_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Benedetto and Ghirlandajo, Domenico, Vol. 8, Para. 95","viewsari:ghirlandajo-benedetto","viewsari:ghirlandajo-domenico","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-ghi_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Benedetto and Ghirlandajo, David, Vol. 8, Para. 95","viewsari:ghirlandajo-benedetto","viewsari:ghirlandajo-david","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-san_2","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Ridolfo and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 98","viewsari:ghirlandajo-ridolfo","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-nun_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Ridolfo and Nunziata, Vol. 8, Para. 99","viewsari:ghirlandajo-ridolfo","viewsari:nunziata","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_alb-ghi_1","viewsari:cooccurrence","Co-occurrence of Albertinelli, Mariotto and Ghirlandajo, Ridolfo, Vol. 8, Para. 100","viewsari:albertinelli-mariotto","viewsari:ghirlandajo-ridolfo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-ghi_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Domenico and Ghirlandajo, Ridolfo, Vol. 8, Para. 101","viewsari:ghirlandajo-domenico","viewsari:ghirlandajo-ridolfo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-ghi_1","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Michele di Ridolfo and Ghirlandajo, Ridolfo, Vol. 8, Para. 110","viewsari:ghirlandajo-michele-di-ridolfo","viewsari:ghirlandajo-ridolfo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cas-san_1","viewsari:cooccurrence","Co-occurrence of Castelfranco, Giorgione da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 115","viewsari:castelfranco-giorgione-da","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gio-san_1","viewsari:cooccurrence","Co-occurrence of Giovanni (the Fleming) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 116","viewsari:giovanni-the-fleming","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_udi-san_3","viewsari:cooccurrence","Co-occurrence of Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 116","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gio-udi_1","viewsari:cooccurrence","Co-occurrence of Giovanni (the Fleming) and Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori), Vol. 8, Para. 116","viewsari:giovanni-the-fleming","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_udi-udi_1","viewsari:cooccurrence","Co-occurrence of Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori) and Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori), Vol. 8, Para. 116","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-udi_4","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori), Vol. 8, Para. 116","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_udi-vag_2","viewsari:cooccurrence","Co-occurrence of Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori) and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 8, Para. 124","viewsari:udine-giovanni-da-giovanni-nanni-or-de-ricamatori","viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-fra_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Franco, Battista (Battista Semolei), Vol. 8, Para. 130","viewsari:buonarroti-michelagnolo","viewsari:franco-battista-battista-semolei","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fra-san_1","viewsari:cooccurrence","Co-occurrence of Franco, Battista (Battista Semolei) and San Gallo, Antonio da (the younger), Vol. 8, Para. 130","viewsari:franco-battista-battista-semolei","viewsari:san-gallo-antonio-da-the-younger","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and San Gallo, Antonio da (the younger), Vol. 8, Para. 130","viewsari:buonarroti-michelagnolo","viewsari:san-gallo-antonio-da-the-younger","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fra-sal_1","viewsari:cooccurrence","Co-occurrence of Franco, Battista (Battista Semolei) and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 139","viewsari:franco-battista-battista-semolei","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fra-gen_1","viewsari:cooccurrence","Co-occurrence of Franco, Battista (Battista Semolei) and Genga, Bartolommeo, Vol. 8, Para. 141","viewsari:franco-battista-battista-semolei","viewsari:genga-bartolommeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_amm-fra_1","viewsari:cooccurrence","Co-occurrence of Ammanati, Bartolommeo and Franco, Battista (Battista Semolei), Vol. 8, Para. 142","viewsari:ammanati-bartolommeo","viewsari:franco-battista-battista-semolei","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fra-san_1","viewsari:cooccurrence","Co-occurrence of Franco, Battista (Battista Semolei) and Sansovino, Jacopo (Jacopo Tatti), Vol. 8, Para. 145","viewsari:franco-battista-battista-semolei","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_tin-vec_1","viewsari:cooccurrence","Co-occurrence of Tintoretto, Jacopo (Jacopo Robusti) and Vecelli, Orazio, Vol. 8, Para. 149","viewsari:tintoretto-jacopo-jacopo-robusti","viewsari:vecelli-orazio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_tin-vec_1","viewsari:cooccurrence","Co-occurrence of Tintoretto, Jacopo (Jacopo Robusti) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 149","viewsari:tintoretto-jacopo-jacopo-robusti","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cal-tin_1","viewsari:cooccurrence","Co-occurrence of Caliari, Paolo (Paolo Veronese) and Tintoretto, Jacopo (Jacopo Robusti), Vol. 8, Para. 149","viewsari:caliari-paolo-paolo-veronese","viewsari:tintoretto-jacopo-jacopo-robusti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_vec-vec_1","viewsari:cooccurrence","Co-occurrence of Vecelli, Orazio and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 149","viewsari:vecelli-orazio","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cal-vec_1","viewsari:cooccurrence","Co-occurrence of Caliari, Paolo (Paolo Veronese) and Vecelli, Orazio, Vol. 8, Para. 149","viewsari:caliari-paolo-paolo-veronese","viewsari:vecelli-orazio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cal-vec_1","viewsari:cooccurrence","Co-occurrence of Caliari, Paolo (Paolo Veronese) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 149","viewsari:caliari-paolo-paolo-veronese","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ros-tin_1","viewsari:cooccurrence","Co-occurrence of Rosa, Cristofano and Tintoretto, Jacopo (Jacopo Robusti), Vol. 8, Para. 151","viewsari:rosa-cristofano","viewsari:tintoretto-jacopo-jacopo-robusti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cal-far_1","viewsari:cooccurrence","Co-occurrence of Caliari, Paolo (Paolo Veronese) and Farinato, Battista (Battista da Verona), Vol. 8, Para. 154","viewsari:caliari-paolo-paolo-veronese","viewsari:farinato-battista-battista-da-verona","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rus-vin_1","viewsari:cooccurrence","Co-occurrence of Rustici, Giovan Francesco and Vinci, Leonardo da, Vol. 8, Para. 156","viewsari:rustici-giovan-francesco","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rus-ver_1","viewsari:cooccurrence","Co-occurrence of Rustici, Giovan Francesco and Verrocchio, Andrea, Vol. 8, Para. 156","viewsari:rustici-giovan-francesco","viewsari:verrocchio-andrea","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ver-vin_3","viewsari:cooccurrence","Co-occurrence of Verrocchio, Andrea and Vinci, Leonardo da, Vol. 8, Para. 156","viewsari:verrocchio-andrea","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_con-rus_1","viewsari:cooccurrence","Co-occurrence of Contucci, Andrea (Andrea Sansovino) and Rustici, Giovan Francesco, Vol. 8, Para. 159","viewsari:contucci-andrea-andrea-sansovino","viewsari:rustici-giovan-francesco","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mon-tad_1","viewsari:cooccurrence","Co-occurrence of Montorsoli, Fra Giovanni Agnolo and Tadda, Francesco del (Francesco Ferrucci), Vol. 8, Para. 177","viewsari:montorsoli-fra-giovanni-agnolo","viewsari:tadda-francesco-del-francesco-ferrucci","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-sal_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 236","viewsari:buonarroti-michelagnolo","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-buo_4","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Buonarroti, Michelagnolo, Vol. 8, Para. 208","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-sal_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 208","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-sar_2","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 8, Para. 211","viewsari:salviati-francesco-francesco-de-rossi","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-vas_1","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Vasari, Giorgio, Vol. 8, Para. 213","viewsari:salviati-francesco-francesco-de-rossi","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-vas_1","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Vasari, Giorgio, Vol. 8, Para. 211","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:vasari-giorgio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-tas_1","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Tasso, Battista del, Vol. 8, Para. 227","viewsari:salviati-francesco-francesco-de-rossi","viewsari:tasso-battista-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_con-sal_1","viewsari:cooccurrence","Co-occurrence of Conte, Jacopo del and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 232","viewsari:conte-jacopo-del","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ric_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ricciarelli, Daniello (Daniello da Volterra), Vol. 8, Para. 260","viewsari:buonarroti-michelagnolo","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ric-sal_1","viewsari:cooccurrence","Co-occurrence of Ricciarelli, Daniello (Daniello da Volterra) and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 236","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_lig-sal_1","viewsari:cooccurrence","Co-occurrence of Ligorio, Pirro and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 237","viewsari:ligorio-pirro","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_man-pra_1","viewsari:cooccurrence","Co-occurrence of Manno and Prato, Francesco di Girolamo dal, Vol. 8, Para. 241","viewsari:manno","viewsari:prato-francesco-di-girolamo-dal","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_man-sal_1","viewsari:cooccurrence","Co-occurrence of Manno and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 241","viewsari:manno","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_man-sal_2","viewsari:cooccurrence","Co-occurrence of Manno and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 241","viewsari:manno","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pra-sal_1","viewsari:cooccurrence","Co-occurrence of Prato, Francesco di Girolamo dal and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 241","viewsari:prato-francesco-di-girolamo-dal","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-sal_1","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 241","viewsari:salviati-francesco-francesco-de-rossi","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pra-sal_1","viewsari:cooccurrence","Co-occurrence of Prato, Girolamo dal and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 242","viewsari:prato-girolamo-dal","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pra-pra_1","viewsari:cooccurrence","Co-occurrence of Prato, Francesco di Girolamo dal and Prato, Girolamo dal, Vol. 8, Para. 242","viewsari:prato-francesco-di-girolamo-dal","viewsari:prato-girolamo-dal","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-pra_2","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Prato, Girolamo dal, Vol. 8, Para. 242","viewsari:salviati-francesco-francesco-de-rossi","viewsari:prato-girolamo-dal","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rom-sal_1","viewsari:cooccurrence","Co-occurrence of Romano, Domenico and Salviati, Francesco (Francesco de' Rossi), Vol. 8, Para. 245","viewsari:romano-domenico","viewsari:salviati-francesco-francesco-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ric-vag_1","viewsari:cooccurrence","Co-occurrence of Ricciarelli, Daniello (Daniello da Volterra) and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 8, Para. 252","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri","viewsari:cooccurrence_extraction_run_1"
