instance_id,n_distinct_pairs,n_distinct_persons,involves,involves_2,label
viewsari:cooccurrence_rom-san_1,2,3,viewsari:romano-giulio-giulio-pippi-de-giannuzzi,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Romano, Giulio (Giulio Pippi de' Giannuzzi) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 4, Para. 342"
viewsari:cooccurrence_rom-san_1,2,3,viewsari:romanino-girolamo,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Romanino, Girolamo and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 77"
viewsari:cooccurrence_ros-san_1,2,4,viewsari:rosselli-cosimo,viewsari:san-marco-fra-bartolommeo-di-baccio-della-porta,"Co-occurrence of Rosselli, Cosimo and San Marco, Fra Bartolommeo di (Baccio della Porta), Vol. 4, Para. 215"
viewsari:cooccurrence_ros-san_1,2,4,viewsari:rosso-il-giovan-battista-de-rossi,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Rosso, Il (Giovan Battista de' Rossi) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 5, Para. 270"
viewsari:cooccurrence_sal-san_1,2,4,viewsari:salviati-francesco-francesco-de-rossi,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 6, Para. 282"
viewsari:cooccurrence_sal-san_1,2,4,viewsari:sal-pietro-da,viewsari:sansovino-jacopo-jacopo-tatti,"Co-occurrence of Salò, Pietro da and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 301"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-giuliano-da,viewsari:san-gallo-antonio-da-the-elder,"Co-occurrence of San Gallo, Giuliano da and San Gallo, Antonio da (the elder), Vol. 4, Para. 262"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-giuliano-da,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Gallo, Giuliano da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 4, Para. 272"
viewsari:cooccurrence_san-san_1,12,11,viewsari:santi-giovanni-de,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Santi, Giovanni de' and Sanzio, Raffaello (Raffaello da Urbino), Vol. 4, Para. 282"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-marco-fra-bartolommeo-di-baccio-della-porta,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Marco, Fra Bartolommeo di (Baccio della Porta) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 4, Para. 293"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gimignano-vincenzio-da-vincenzio-tamagni,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Gimignano, Vincenzio da (Vincenzio Tamagni) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 5, Para. 12"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-antonio-da-the-younger,viewsari:san-gallo-giuliano-da,"Co-occurrence of San Gallo, Antonio da (the younger) and San Gallo, Giuliano da, Vol. 6, Para. 208"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-antonio-da-the-younger,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Gallo, Antonio da (the younger) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 6, Para. 211"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-antonio-da-the-younger,viewsari:sansovino-jacopo-jacopo-tatti,"Co-occurrence of San Gallo, Antonio da (the younger) and Sansovino, Jacopo (Jacopo Tatti), Vol. 6, Para. 213"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-michele-matteo,viewsari:san-michele-michele,"Co-occurrence of San Michele, Matteo and San Michele, Michele, Vol. 7, Para. 294"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-aristotile-bastiano-da,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Gallo, Aristotile (Bastiano) da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 8, Para. 5"
viewsari:cooccurrence_san-san_1,12,11,viewsari:san-gallo-antonio-da-the-younger,viewsari:san-gallo-aristotile-bastiano-da,"Co-occurrence of San Gallo, Antonio da (the younger) and San Gallo, Aristotile (Bastiano) da, Vol. 8, Para. 13"
viewsari:cooccurrence_san-san_1,12,11,viewsari:sansovino-jacopo-jacopo-tatti,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 9, Para. 285"
viewsari:cooccurrence_san-san_2,3,4,viewsari:san-gallo-antonio-da-the-elder,viewsari:san-gallo-giuliano-da,"Co-occurrence of San Gallo, Antonio da (the elder) and San Gallo, Giuliano da, Vol. 4, Para. 263"
viewsari:cooccurrence_san-san_2,3,4,viewsari:san-gallo-giuliano-da,viewsari:sanzio-raffaello-raffaello-da-urbino,"Co-occurrence of San Gallo, Giuliano da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 6, Para. 9"
viewsari:cooccurrence_san-san_2,3,4,viewsari:san-gallo-antonio-da-the-younger,viewsari:san-gallo-giuliano-da,"Co-occurrence of San Gallo, Antonio da (the younger) and San Gallo, Giuliano da, Vol. 6, Para. 211"
viewsari:cooccurrence_san-sar_1,2,3,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:sarto-andrea-del-andrea-d-agnolo,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 5, Para. 156"
viewsari:cooccurrence_san-sar_1,2,3,viewsari:san-gallo-aristotile-bastiano-da,viewsari:sarto-andrea-del-andrea-d-agnolo,"Co-occurrence of San Gallo, Aristotile (Bastiano) da and Sarto, Andrea del (Andrea d' Agnolo), Vol. 8, Para. 6"
viewsari:cooccurrence_san-tri_1,2,3,viewsari:sansovino-jacopo-jacopo-tatti,viewsari:tribolo-niccol,"Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Tribolo (Niccolò), Vol. 7, Para. 3"
viewsari:cooccurrence_san-tri_1,2,3,viewsari:san-gallo-aristotile-bastiano-da,viewsari:tribolo-niccol,"Co-occurrence of San Gallo, Aristotile (Bastiano) da and Tribolo (Niccolò), Vol. 7, Para. 36"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:urbino-bramante-da,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Urbino, Bramante da, Vol. 4, Para. 186"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:san-gallo-giuliano-da,viewsari:urbino-bramante-da,"Co-occurrence of San Gallo, Giuliano da and Urbino, Bramante da, Vol. 4, Para. 274"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:san-gimignano-vincenzio-da-vincenzio-tamagni,viewsari:urbino-timoteo-da-timoteo-della-vite,"Co-occurrence of San Gimignano, Vincenzio da (Vincenzio Tamagni) and Urbino, Timoteo da (Timoteo della Vite), Vol. 5, Para. 11"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:urbino-timoteo-da-timoteo-della-vite,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Urbino, Timoteo da (Timoteo della Vite), Vol. 5, Para. 16"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:san-gallo-antonio-da-the-younger,viewsari:urbino-bramante-da,"Co-occurrence of San Gallo, Antonio da (the younger) and Urbino, Bramante da, Vol. 6, Para. 208"
viewsari:cooccurrence_san-urb_1,6,7,viewsari:sansovino-jacopo-jacopo-tatti,viewsari:urbino-bramante-da,"Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Urbino, Bramante da, Vol. 9, Para. 286"
viewsari:cooccurrence_san-urb_2,3,4,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:urbino-bramante-da,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Urbino, Bramante da, Vol. 6, Para. 9"
viewsari:cooccurrence_san-urb_2,3,4,viewsari:san-gallo-giuliano-da,viewsari:urbino-bramante-da,"Co-occurrence of San Gallo, Giuliano da and Urbino, Bramante da, Vol. 6, Para. 9"
viewsari:cooccurrence_san-urb_2,3,4,viewsari:san-gallo-antonio-da-the-younger,viewsari:urbino-bramante-da,"Co-occurrence of San Gallo, Antonio da (the younger) and Urbino, Bramante da, Vol. 9, Para. 74"
viewsari:cooccurrence_san-vag_1,3,4,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 6, Para. 304"
viewsari:cooccurrence_san-vag_1,3,4,viewsari:san-gallo-antonio-da-the-younger,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,"Co-occurrence of San Gallo, Antonio da (the younger) and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 6, Para. 312"
viewsari:cooccurrence_san-vag_1,3,4,viewsari:san-gallo-aristotile-bastiano-da,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,"Co-occurrence of San Gallo, Aristotile (Bastiano) da and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 8, Para. 14"
viewsari:cooccurrence_san-vin_1,2,3,viewsari:san-gallo-giuliano-da,viewsari:vinci-leonardo-da,"Co-occurrence of San Gallo, Giuliano da and Vinci, Leonardo da, Vol. 4, Para. 258"
viewsari:cooccurrence_san-vin_1,2,3,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:vinci-leonardo-da,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Vinci, Leonardo da, Vol. 4, Para. 337"
viewsari:cooccurrence_san-zuc_1,4,5,viewsari:sant-agnolo-francesco,viewsari:zucchero-ottaviano,"Co-occurrence of Sant' Agnolo, Francesco and Zucchero, Ottaviano, Vol. 8, Para. 265"
viewsari:cooccurrence_san-zuc_1,4,5,viewsari:sant-agnolo-francesco,viewsari:zucchero-taddeo,"Co-occurrence of Sant' Agnolo, Francesco and Zucchero, Taddeo, Vol. 8, Para. 265"
viewsari:cooccurrence_san-zuc_1,4,5,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:zucchero-taddeo,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Zucchero, Taddeo, Vol. 8, Para. 314"
viewsari:cooccurrence_san-zuc_1,4,5,viewsari:sanzio-raffaello-raffaello-da-urbino,viewsari:zucchero-federigo,"Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Zucchero, Federigo, Vol. 8, Para. 314"
viewsari:cooccurrence_sar-ros_1,2,3,viewsari:sarto-andrea-del-andrea-d-agnolo,viewsari:rosselli-cosimo,"Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Rosselli, Cosimo, Vol. 5, Para. 121"
viewsari:cooccurrence_sar-ros_1,2,3,viewsari:sarto-andrea-del-andrea-d-agnolo,viewsari:rosso-il-giovan-battista-de-rossi,"Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Rosso, Il (Giovan Battista de' Rossi), Vol. 7, Para. 188"
viewsari:cooccurrence_tin-vec_1,2,3,viewsari:tintoretto-jacopo-jacopo-robusti,viewsari:vecelli-orazio,"Co-occurrence of Tintoretto, Jacopo (Jacopo Robusti) and Vecelli, Orazio, Vol. 8, Para. 149"
viewsari:cooccurrence_tin-vec_1,2,3,viewsari:tintoretto-jacopo-jacopo-robusti,viewsari:vecelli-tiziano-tiziano-da-cadore,"Co-occurrence of Tintoretto, Jacopo (Jacopo Robusti) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 8, Para. 149"
viewsari:cooccurrence_vag-vag_1,2,2,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,viewsari:vaga,"Co-occurrence of Vaga, Perino del (Perino Buonaccorsi, or de' Ceri) and Vaga, Vol. 6, Para. 301"
viewsari:cooccurrence_vag-vag_1,2,2,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,viewsari:vaga-perino-del-perino-buonaccorsi-or-de-ceri,"Co-occurrence of Vaga, Perino del (Perino Buonaccorsi, or de' Ceri) and Vaga, Perino del (Perino Buonaccorsi, or de' Ceri), Vol. 6, Para. 301"
viewsari:cooccurrence_vas-vas_1,2,3,viewsari:vasari-giorgio,viewsari:vasari-lazzaro-the-elder,"Co-occurrence of Vasari, Giorgio and Vasari, Lazzaro (the elder), Vol. 3, Para. 61"
viewsari:cooccurrence_vas-vas_1,2,3,viewsari:vasari-giorgio-son-of-lazzaro-vasari-the-elder,viewsari:vasari-lazzaro-the-elder,"Co-occurrence of Vasari, Giorgio (son of Lazzaro Vasari, the elder) and Vasari, Lazzaro (the elder), Vol. 3, Para. 61"
viewsari:cooccurrence_zuc-zuc_1,2,3,viewsari:zucchero-ottaviano,viewsari:zucchero-taddeo,"Co-occurrence of Zucchero, Ottaviano and Zucchero, Taddeo, Vol. 8, Para. 265"
viewsari:cooccurrence_zuc-zuc_1,2,3,viewsari:zucchero-federigo,viewsari:zucchero-taddeo,"Co-occurrence of Zucchero, Federigo and Zucchero, Taddeo, Vol. 8, Para. 297"
