instance_id,rdf:type,oa:start,oa:end
viewsari:position-selector_25300,doco:TextPositionSelector,388,1241
viewsari:position-selector_25301,doco:TextPositionSelector,686,768
viewsari:position-selector_25302,doco:TextPositionSelector,759,1241
viewsari:position-selector_25303,doco:TextPositionSelector,759,1241
viewsari:position-selector_25304,doco:TextPositionSelector,1177,1241
viewsari:position-selector_25305,doco:TextPositionSelector,1177,1241
viewsari:position-selector_25306,doco:TextPositionSelector,396,437
viewsari:position-selector_25307,doco:TextPositionSelector,478,1409
viewsari:position-selector_25308,doco:TextPositionSelector,496,508
viewsari:position-selector_25309,doco:TextPositionSelector,391,484
viewsari:position-selector_25310,doco:TextPositionSelector,528,579
viewsari:position-selector_25311,doco:TextPositionSelector,528,549
viewsari:position-selector_25312,doco:TextPositionSelector,898,939
viewsari:position-selector_25313,doco:TextPositionSelector,662,706
viewsari:position-selector_25314,doco:TextPositionSelector,982,999
viewsari:position-selector_25315,doco:TextPositionSelector,204,255
viewsari:position-selector_25316,doco:TextPositionSelector,353,363
viewsari:position-selector_25317,doco:TextPositionSelector,1042,1100
viewsari:position-selector_25318,doco:TextPositionSelector,163,232
viewsari:position-selector_25319,doco:TextPositionSelector,163,232
viewsari:position-selector_25320,doco:TextPositionSelector,827,1205
viewsari:position-selector_25321,doco:TextPositionSelector,827,1205
viewsari:position-selector_25322,doco:TextPositionSelector,1243,1253
viewsari:position-selector_25323,doco:TextPositionSelector,167,189
viewsari:position-selector_25324,doco:TextPositionSelector,534,554
viewsari:position-selector_25325,doco:TextPositionSelector,1406,1446
viewsari:position-selector_25326,doco:TextPositionSelector,675,900
viewsari:position-selector_25327,doco:TextPositionSelector,436,465
viewsari:position-selector_25328,doco:TextPositionSelector,669,687
viewsari:position-selector_25329,doco:TextPositionSelector,598,619
viewsari:position-selector_25330,doco:TextPositionSelector,299,322
viewsari:position-selector_25331,doco:TextPositionSelector,195,242
viewsari:position-selector_25332,doco:TextPositionSelector,214,242
viewsari:position-selector_25333,doco:TextPositionSelector,50,86
viewsari:position-selector_25334,doco:TextPositionSelector,195,230
viewsari:position-selector_25335,doco:TextPositionSelector,986,1103
viewsari:position-selector_25336,doco:TextPositionSelector,986,1103
viewsari:position-selector_25337,doco:TextPositionSelector,83,148
viewsari:position-selector_25338,doco:TextPositionSelector,369,405
viewsari:position-selector_25339,doco:TextPositionSelector,1128,1142
viewsari:position-selector_25340,doco:TextPositionSelector,1241,1283
viewsari:position-selector_25341,doco:TextPositionSelector,747,865
viewsari:position-selector_25342,doco:TextPositionSelector,287,433
viewsari:position-selector_25343,doco:TextPositionSelector,822,884
viewsari:position-selector_25344,doco:TextPositionSelector,22,77
viewsari:position-selector_25345,doco:TextPositionSelector,317,584
viewsari:position-selector_25346,doco:TextPositionSelector,564,626
viewsari:position-selector_25347,doco:TextPositionSelector,127,178
viewsari:position-selector_25348,doco:TextPositionSelector,76,101
viewsari:position-selector_25349,doco:TextPositionSelector,196,379
viewsari:position-selector_25350,doco:TextPositionSelector,523,539
viewsari:position-selector_25351,doco:TextPositionSelector,573,586
viewsari:position-selector_25352,doco:TextPositionSelector,599,623
viewsari:position-selector_25353,doco:TextPositionSelector,9,31
viewsari:position-selector_25354,doco:TextPositionSelector,1339,1434
viewsari:position-selector_25355,doco:TextPositionSelector,368,425
viewsari:position-selector_25356,doco:TextPositionSelector,368,425
viewsari:position-selector_25357,doco:TextPositionSelector,368,595
viewsari:position-selector_25358,doco:TextPositionSelector,618,642
viewsari:position-selector_25359,doco:TextPositionSelector,618,642
viewsari:position-selector_25360,doco:TextPositionSelector,322,598
viewsari:position-selector_25361,doco:TextPositionSelector,494,598
viewsari:position-selector_25362,doco:TextPositionSelector,494,598
viewsari:position-selector_25363,doco:TextPositionSelector,35,150
viewsari:position-selector_25364,doco:TextPositionSelector,268,291
viewsari:position-selector_25365,doco:TextPositionSelector,556,578
viewsari:position-selector_25366,doco:TextPositionSelector,193,240
viewsari:position-selector_25367,doco:TextPositionSelector,1101,1492
viewsari:position-selector_25368,doco:TextPositionSelector,1507,1521
viewsari:position-selector_25369,doco:TextPositionSelector,643,650
viewsari:position-selector_25370,doco:TextPositionSelector,498,629
viewsari:position-selector_25371,doco:TextPositionSelector,467,507
viewsari:position-selector_25372,doco:TextPositionSelector,179,204
viewsari:position-selector_25373,doco:TextPositionSelector,179,204
viewsari:position-selector_25374,doco:TextPositionSelector,399,411
viewsari:position-selector_25375,doco:TextPositionSelector,792,822
viewsari:position-selector_25376,doco:TextPositionSelector,316,369
viewsari:position-selector_25377,doco:TextPositionSelector,283,305
viewsari:position-selector_25378,doco:TextPositionSelector,302,1078
viewsari:position-selector_25379,doco:TextPositionSelector,496,538
viewsari:position-selector_25380,doco:TextPositionSelector,437,538
viewsari:position-selector_25381,doco:TextPositionSelector,245,262
viewsari:position-selector_25382,doco:TextPositionSelector,190,219
viewsari:position-selector_25383,doco:TextPositionSelector,55,178
viewsari:position-selector_25384,doco:TextPositionSelector,190,201
viewsari:position-selector_25385,doco:TextPositionSelector,664,681
viewsari:position-selector_25386,doco:TextPositionSelector,896,1223
viewsari:position-selector_25387,doco:TextPositionSelector,896,1572
viewsari:position-selector_25388,doco:TextPositionSelector,664,1223
viewsari:position-selector_25389,doco:TextPositionSelector,178,1068
viewsari:position-selector_25390,doco:TextPositionSelector,720,750
viewsari:position-selector_25391,doco:TextPositionSelector,357,380
viewsari:position-selector_25392,doco:TextPositionSelector,2273,2289
viewsari:position-selector_25393,doco:TextPositionSelector,323,350
viewsari:position-selector_25394,doco:TextPositionSelector,1984,1999
viewsari:position-selector_25395,doco:TextPositionSelector,495,551
viewsari:position-selector_25396,doco:TextPositionSelector,1270,1281
viewsari:position-selector_25397,doco:TextPositionSelector,290,300
viewsari:position-selector_25398,doco:TextPositionSelector,495,797
viewsari:position-selector_25399,doco:TextPositionSelector,1155,1179
viewsari:position-selector_25400,doco:TextPositionSelector,796,1001
viewsari:position-selector_25401,doco:TextPositionSelector,1178,1201
viewsari:position-selector_25402,doco:TextPositionSelector,1080,1103
viewsari:position-selector_25403,doco:TextPositionSelector,196,238
viewsari:position-selector_25404,doco:TextPositionSelector,419,439
viewsari:position-selector_25405,doco:TextPositionSelector,1419,1436
viewsari:position-selector_25406,doco:TextPositionSelector,1178,1441
viewsari:position-selector_25407,doco:TextPositionSelector,262,287
viewsari:position-selector_25408,doco:TextPositionSelector,610,624
viewsari:position-selector_25409,doco:TextPositionSelector,1702,1738
viewsari:position-selector_25410,doco:TextPositionSelector,64,1636
viewsari:position-selector_25411,doco:TextPositionSelector,603,717
viewsari:position-selector_25412,doco:TextPositionSelector,443,601
viewsari:position-selector_25413,doco:TextPositionSelector,1441,1453
viewsari:position-selector_25414,doco:TextPositionSelector,142,230
viewsari:position-selector_25415,doco:TextPositionSelector,199,220
viewsari:position-selector_25416,doco:TextPositionSelector,1310,1317
viewsari:position-selector_25417,doco:TextPositionSelector,77,348
viewsari:position-selector_25418,doco:TextPositionSelector,178,586
viewsari:position-selector_25419,doco:TextPositionSelector,178,844
viewsari:position-selector_25420,doco:TextPositionSelector,178,1031
viewsari:position-selector_25421,doco:TextPositionSelector,178,1186
viewsari:position-selector_25422,doco:TextPositionSelector,636,844
viewsari:position-selector_25423,doco:TextPositionSelector,636,1031
viewsari:position-selector_25424,doco:TextPositionSelector,636,1068
viewsari:position-selector_25425,doco:TextPositionSelector,636,1186
viewsari:position-selector_25426,doco:TextPositionSelector,1014,1031
viewsari:position-selector_25427,doco:TextPositionSelector,1014,1068
viewsari:position-selector_25428,doco:TextPositionSelector,1014,1186
viewsari:position-selector_25429,doco:TextPositionSelector,1035,1068
viewsari:position-selector_25430,doco:TextPositionSelector,1035,1186
viewsari:position-selector_25431,doco:TextPositionSelector,1152,1186
viewsari:position-selector_25432,doco:TextPositionSelector,189,222
viewsari:position-selector_25433,doco:TextPositionSelector,234,314
viewsari:position-selector_25434,doco:TextPositionSelector,988,1003
viewsari:position-selector_25435,doco:TextPositionSelector,1474,1495
viewsari:position-selector_25436,doco:TextPositionSelector,296,317
viewsari:position-selector_25437,doco:TextPositionSelector,1663,1701
viewsari:position-selector_25438,doco:TextPositionSelector,1486,1701
viewsari:position-selector_25439,doco:TextPositionSelector,27,92
viewsari:position-selector_25440,doco:TextPositionSelector,1077,1145
viewsari:position-selector_25441,doco:TextPositionSelector,1098,1125
viewsari:position-selector_25442,doco:TextPositionSelector,484,520
viewsari:position-selector_25443,doco:TextPositionSelector,219,226
viewsari:position-selector_25444,doco:TextPositionSelector,906,927
viewsari:position-selector_25445,doco:TextPositionSelector,1052,1173
viewsari:position-selector_25446,doco:TextPositionSelector,370,407
viewsari:position-selector_25447,doco:TextPositionSelector,1347,1398
viewsari:position-selector_25448,doco:TextPositionSelector,1563,1584
viewsari:position-selector_25449,doco:TextPositionSelector,737,1068
viewsari:position-selector_25450,doco:TextPositionSelector,737,1551
viewsari:position-selector_25451,doco:TextPositionSelector,1347,1551
viewsari:position-selector_25452,doco:TextPositionSelector,644,668
viewsari:position-selector_25453,doco:TextPositionSelector,398,437
viewsari:position-selector_25454,doco:TextPositionSelector,589,642
viewsari:position-selector_25455,doco:TextPositionSelector,2151,2181
viewsari:position-selector_25456,doco:TextPositionSelector,517,1672
viewsari:position-selector_25457,doco:TextPositionSelector,1180,1190
viewsari:position-selector_25458,doco:TextPositionSelector,1054,1209
viewsari:position-selector_25459,doco:TextPositionSelector,711,734
viewsari:position-selector_25460,doco:TextPositionSelector,141,166
viewsari:position-selector_25461,doco:TextPositionSelector,230,243
viewsari:position-selector_25462,doco:TextPositionSelector,162,209
viewsari:position-selector_25463,doco:TextPositionSelector,1930,1970
viewsari:position-selector_25464,doco:TextPositionSelector,1014,1048
viewsari:position-selector_25465,doco:TextPositionSelector,792,811
viewsari:position-selector_25466,doco:TextPositionSelector,153,163
viewsari:position-selector_25467,doco:TextPositionSelector,472,1008
viewsari:position-selector_25468,doco:TextPositionSelector,1248,1301
viewsari:position-selector_25469,doco:TextPositionSelector,917,1032
